"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"streaks/trophy_near_tankman/other";;;;;;;;;;;;;;;;;;;;
"streaks/trophy_near_tankman/desc";"Destroyed the most vehicles. If the number of destroyed vehicles is the same, the winner is chosen by score.";"Détruisez le plus de véhicules. Si le nombre de véhicules détruits est le même, le gagnant est désigné par le score.";"Per aver distrutto il maggior numero di mezzi. Se più giocatori hanno lo stesso numero di mezzi, vince chi ha il punteggio più alto.";"Die meisten Fahrzeuge zerstört. Wenn die Anzahl der zerstörten Fahrzeuge gleich ist, wird der Sieger nach Punkten ermittelt.";"Destruido el mayor número de vehículos. Si el número de vehículos destruidos es el mismo, el ganador se elige por puntuación.";"Уничтожил больше всех техники противника. При одинаковом количестве уничтоженной техники победитель выбирается по очкам.";"Знищив найбільше техніки. Якщо кількість знищеної техніки в кількох гравців однакова, переможець визначається за очками.";"Zniszczył najwięcej pojazdów. Jeśli liczba zniszczonych pojazdów jest taka sama, zwycięzca jest wybierany na podstawie wyniku.";"Abatido o maior número de veículos. Se o número de veículos destruídos for igual, a pontuação determina o vencedor.";"En fazla sayıda araç imha edildi. Eğer aynı sayıda araç imha eden varsa, ödül toplam puana göre verilir.";"Zničení nejvíce strojů. Pokud je počet zničených strojů stejný, vítěze určuje skóre.";"Κατέστρεψε τα περισσότερα οχήματα. Εάν ο αριθμός των κατεστραμμένων οχημάτων είναι ο ίδιος, ο νικητής επιλέγεται με βάση τη βαθμολογία.";"Menghancurkan kendaraan dalam jumlah paling banyak. Jika jumlah kendaraan yang dihancurkan sama, pemenang akan dipilih berdasarkan skor.";"ทำลายพาหนะเป็นจำนวนมากที่สุด หากมีผู้เล่นที่ทำลายพาหนะได้จำนวนเท่ากันจะตัดสินด้วยคะแนน";"가장 많은 장비를 파괴하셨습니다. 만약 여러 명이 같은 수의 장비를 파괴했다면 더 높은 점수를 가진 플레이어에게 수여됩니다.";"敌\t方\t载\t具\t摧\t毁\t数\t全\t场\t第\t一。\t若\t有\t多\t人\t满\t足\t这\t一\t条\t件，\t该\t荣\t誉\t则\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";"最も\t多くの\t車両を\t破壊しました。\t破壊した\t車両の\t数が\t同じ\t場合、\t勝者は\tスコアによって\t決まります。";"敵\t方\t載\t具\t摧\t毀\t數\t全\t場\t第\t一。 若\t有\t多\t人\t滿\t足\t此\t條\t件，\t該\t榮\t譽\t則\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";;
"streaks/trophy_near_survivor";"Bulletproof";"À l'épreuve des balles";"Antiproiettile";"Kugelsicher";"Antibalas";"Пуленепробиваемый";"Куленепробивний";"Kuloodporny";"À Prova de Bala";"Kurşun Geçirmez";"Nezničitelný";"Αλεξίσφαιρο";"Bulletproof";"กันกระสุน";"방탄처리";"毫\t发\t无\t伤";"防弾仕様";"毫\t髮\t無\t傷";;
"streaks/trophy_near_survivor/other";;;;;;;;;;;;;;;;;;;;
"streaks/trophy_near_survivor/desc";"Didn't lose any vehicles and destroyed more targets than anyone else. If the number of destroyed vehicles is the same, the winner is chosen by score.";"N'a perdu aucun véhicule et a détruit plus de cibles que quiconque. Si le nombre de véhicules détruits est le même, le gagnant est désigné par le score.";"Per non aver perso alcun mezzo ed averne distrutto il maggior numero di chiunque altro. Se più giocatori hanno lo stesso numero di mezzi, il vincitore è chi ha il punteggio più alto.";"Keine Fahrzeuge verloren und mehr Ziele zerstört als alle anderen Spieler. Wenn die Anzahl der zerstörten Fahrzeuge gleich ist, wird der Sieger nach Punkten ermittelt.";"No perdiste ningún vehículo y destruiste más objetivos que nadie. Si el número de vehículos destruidos es el mismo, el ganador se elige por puntuación.";"Не потерял ни одной единицы техники и уничтожил больше всех вражеской техники. При одинаковом количестве уничтоженной техники победитель выбирается по очкам.";"Не втратив жодної одиниці техніки та знищив найбільше цілей. Якщо кількість знищеної техніки в кількох гравців однакова, переможець визначається за очками.";"Nie stracił żadnych pojazdów i zniszczył więcej celów niż ktokolwiek inny. Jeśli liczba zniszczonych pojazdów jest taka sama, zwycięzca jest wybierany na podstawie wyniku.";"Não foi perdido qualquer veículo e foi destruido o mais alvos que qualquer outro jogador. Se o número de veículos destruídos for igual, a pontuação determina o vencedor.";"Hiç araç kaybetmeden herkesten fazla hedef imha edildi. Eğer aynı sayıda araç imha eden varsa, ödül toplam puana göre verilir.";"Neztracení žádného stroje a zničení více cílů než kdokoli jiný. Pokud je počet zničených vozidel stejný, vítěze určuje skóre.";"Δεν έχασε κανένα όχημα και κατέστρεψε περισσότερους στόχους από οποιονδήποτε άλλον. Εάν ο αριθμός των κατεστραμμένων οχημάτων είναι ο ίδιος, ο νικητής επιλέγεται με βάση τη βαθμολογία.";"Tidak kehilangan kendaraan dan menghancurkan lebih banyak target daripada pemain lain. Jika jumlah kendaraan yang dihancurkan sama, pemenang akan dipilih berdasarkan skor.";"ไม่สูญเสียพาหนะเลย และทำลายพาหนะเป็นจำนวนมากที่สุด หากมีผู้เล่นที่ทำลายพาหนะได้จำนวนเท่ากันจะตัดสินด้วยคะแนน";"양 팀의 플레이어 중 가장 많은 적을 격파하고 단 한번도 격파되지 않았습니다. 만약 격파한 장비의 수가 다른 플레이어와 같다면 점수가 더 높은 사람에게 보상이 주어집니다.";"未\t损\t失\t载\t具\t的\t前\t提\t下\t敌\t方\t单\t位\t摧\t毁\t数\t全\t场\t第\t一。\t若\t有\t多\t人\t满\t足\t这\t一\t条\t件，\t该\t荣\t誉\t则\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";"車両を\t1台も\t失うことなく、\t最も\t多くの\t標的を\t破壊しました。\t破壊した\t車両の\t数が\t同じ\t場合、\t勝者は\tスコアによって\t決まります。";"未\t損\t失\t載\t具\t的\t前\t提\t下\t敵\t方\t單\t位\t摧\t毀\t數\t全\t場\t第\t一。 若\t有\t多\t人\t滿\t足\t此\t條\t件，\t該\t榮\t譽\t則\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";;
"streaks/trophy_near_punisher";"Balancer";"Équilibreur";"Ago della Bilancia";"Ausgleichende Kraft";"Equilibrador";"Уравнитель";"Зрівнювач";"Wyrównywacz";"Equilibrista";"Dengeleyici";"Vyvažovač";"Εξισορροπιστής";"Balancer";"ผู้สร้างสมดุล";"균형자";"刀\t尖\t舔\t血";"バランサー";"刀\t尖\t舔\t血";;
"streaks/trophy_near_punisher/other";;;;;;;;;;;;;;;;;;;;
"streaks/trophy_near_punisher/desc";"Destroyed the most vehicles that are one rank higher than your own. If the number of destroyed vehicles is the same, the winner is chosen by score.";"Vous avez détruit le plus grand nombre de véhicules d'un rang supérieur au vôtre. Si le nombre de véhicules détruits est le même, le gagnant est désigné par score.";"Per aver distrutto più mezzi con un era più alta della propria. Se il numero dei mezzi distrutti è uguale per più giocatori, vince chi ha il punteggio più alto.";"Zerstöre die meisten Fahrzeuge, die einen Rang höher als Dein eigenes sind. Wenn die Anzahl der zerstörten Fahrzeuge gleich ist, wird der Sieger nach Punkten ermittelt.";"Destruido el mayor número de vehículos de un rango superior al tuyo. Si el número de vehículos destruidos es el mismo, el ganador se elige por puntuación.";"Уничтожил больше всех техники с рангом на один выше своей. При одинаковом количестве уничтоженной техники победитель выбирается по очкам.";"Знищив найбільше техніки на один ранг вище своєї. Якщо кількість знищеної техніки в кількох гравців однакова, переможець визначається за очками.";"Zniszczył najwięcej pojazdów o jedną erę wyżej od swojej. Jeśli liczba zniszczonych pojazdów jest taka sama, zwycięzca jest wybierany na podstawie wyniku.";"Abatido o maior número de veículos um nível acima. Se o número de veículos destruídos for igual, a pontuação determina o vencedor.";"Kendinden bir seviye yukarıda en fazla sayıda araç imha edildi. Eğer aynı sayıda araç imha eden varsa, ödül toplam puana göre verilir.";"Zničení nejvíce strojů, které jsou o jednu úroveň vyšší než tvoje. Pokud je počet zničených strojů stejný, vítěze určuje skóre.";"Κατέστρεψε τα περισσότερα οχήματα που είναι μία κλάση πάνω από τα δικά σας. Εάν ο αριθμός των κατεστραμμένων οχημάτων είναι ο ίδιος, ο νικητής επιλέγεται με βάση τη βαθμολογία.";"Menghancurkan kendaraan dalam jumlah paling banyak yang memiliki satu rank lebih tinggi dari kendaraanmu. Jika jumlah kendaraan yang dihancurkan sama, pemenang akan dipilih berdasarkan skor.";"ทำลายพาหนะซึ่งมีระดับมากกว่าพาหนะของตนเองหนึ่งระดับเป็นจำนวนมากที่สุด หากมีผู้เล่นที่ทำลายพาหนะได้จำนวนเท่ากันจะตัดสินด้วยคะแนน";"자신보다 1랭크 높은 장비를 가장 많이 격파했습니다. 만약 격파한 장비의 수가 다른 플레이어와 같다면 점수가 더 높은 사람에게 보상이 주어집니다.";"高\t等\t级\t单\t位\t（目\t标\t等\t级\t至\t少\t高\t出\t自\t身 1 级）\t摧\t毁\t数\t全\t场\t第\t一。\t若\t有\t多\t人\t满\t足\t这\t一\t条\t件，\t该\t荣\t誉\t则\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";"自分より\t1\tランク\t上の\t車両を\t最も\t多く\t破壊しました。\t破壊した\t車両の\t数が\t同じ\t場合、\t勝者は\tスコアによって\t決まります。";"未\t損\t失\t載\t具\t的\t前\t提\t下\t敵\t方\t單\t位\t摧\t毀\t數\t全\t場\t第\t一。 若\t有\t多\t人\t滿\t足\t此\t條\t件，\t該\t榮\t譽\t則\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";;
"streaks/trophy_near_punisher_ship";"Balancer";"Équilibreur";"Ago della Bilancia";"Ausgleicher";"Equilibrador";"Уравнитель";"Зрівнювач";"Wyrównywacz";"Equilibrador";"Dengeleyici";"Vyvažovač";"Εξισορροπιστής";"Balancer";"ผู้สร้างสมดุล";"균형자";"刀\t尖\t舔\t血";"バランサー";"刀\t尖\t舔\t血";;
"streaks/trophy_near_punisher_ship/other";;;;;;;;;;;;;;;;;;;;
"streaks/trophy_near_punisher_ship/desc";"Destroyed the most vehicles that are one rank higher than your own. If the number of destroyed vehicles is the same, the winner is chosen by score.";"Vous avez détruit le plus grand nombre de véhicules d'un rang supérieur au vôtre. Si le nombre de véhicules détruits est le même, le gagnant est désigné par score.";"Per aver distrutto più mezzi con un era più alta della propria. Se il numero dei mezzi distrutti è uguale per più giocatori, vince chi ha il punteggio più alto.";"Zerstöre die meisten Fahrzeuge, die einen Rang höher sind als dein eigenes. Bei gleicher Anzahl zerstörter Fahrzeuge wird der Gewinner anhand der Punktzahl ermittelt.";"Destruido el mayor número de vehículos de un rango superior al tuyo. Si el número de vehículos destruidos es el mismo, el ganador se elige por puntuación.";"Уничтожил больше всех техники с рангом на один выше своей. При одинаковом количестве уничтоженной техники победитель выбирается по очкам.";"Знищив найбільше техніки на один ранг вище своєї. Якщо кількість знищеної техніки в кількох гравців однакова, переможець визначається за очками.";"Zniszczył najwięcej pojazdów o jedną erę wyżej od swojej. Jeśli liczba zniszczonych pojazdów jest taka sama, zwycięzca jest wybierany na podstawie wyniku.";"Destruiu a maior quantidade de veículos um nível acima do seu. Se o número de veículos destruídos for igual, o vencedor é determinado mediante a pontuação.";"Kendinden bir seviye yukarıda en fazla sayıda araç imha edildi. Eğer aynı sayıda araç imha eden varsa, ödül toplam puana göre verilir.";"Zničení nejvíce strojů, které jsou o jednu úroveň vyšší než tvoje. Pokud je počet zničených strojů stejný, vítěze určuje skóre.";"Κατέστρεψε τα περισσότερα οχήματα που είναι μία κλάση πάνω από τα δικά σας. Εάν ο αριθμός των κατεστραμμένων οχημάτων είναι ο ίδιος, ο νικητής επιλέγεται με βάση τη βαθμολογία.";"Menghancurkan kendaraan dalam jumlah paling banyak yang memiliki satu rank lebih tinggi dari kendaraanmu. Jika jumlah kendaraan yang dihancurkan sama, pemenang akan dipilih berdasarkan skor.";"ทำลายพาหนะซึ่งมีระดับมากกว่าพาหนะของตนเองหนึ่งระดับเป็นจำนวนมากที่สุด หากมีผู้เล่นที่ทำลายพาหนะได้จำนวนเท่ากันจะตัดสินด้วยคะแนน";"자신보다 1랭크 높은 장비를 가장 많이 격파했습니다. 만약 격파한 장비의 수가 다른 플레이어와 같다면 점수가 더 높은 사람에게 보상이 주어집니다.";"高\t等\t级\t单\t位 (目\t标\t等\t级\t至\t少\t高\t出\t自\t身 1 级) 摧\t毁\t数\t全\t场\t第\t一。\t若\t有\t多\t人\t满\t足\t这\t一\t条\t件，\t该\t荣\t誉\t则\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";"自分より\t1\tランク\t上の\t車両を\t最も\t多く\t破壊しました。\t破壊した\t車両の\t数が\t同じ\t場合、\t勝者は\tスコアによって\t決まります。";"未\t損\t失\t載\t具\t的\t前\t提\t下\t敵\t方\t單\t位\t摧\t毀\t數\t全\t場\t第\t一。 若\t有\t多\t人\t滿\t足\t此\t條\t件，\t該\t榮\t譽\t則\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";;
"streaks/trophy_near_wingman";"On Hand";"Sur la main";"A disposizione";"Hilfsbereit";"A Mano";"На подхвате";"На підхваті";"Na miejscu";"Assistente";"Yardımcı";"Pomocník";"Στο χέρι";"On Hand";"พร้อมช่วยเหลือ";"협력자";"一\t臂\t之\t力";"副手";"一\t臂\t之\t力";;
"streaks/trophy_near_wingman/other";;;;;;;;;;;;;;;;;;;;
"streaks/trophy_near_wingman/desc";"Had the most assists destroying enemy vehicles (but no more than 3 times). If the number of assists is the same, the winner is chosen by score";"A obtenu le plus d'assistances décisives pour détruire des véhicules ennemis (mais pas plus de 3 fois). Si le nombre d'assistances est le même, le gagnant est désigné par le score.";"Per aver ottenuto il maggior numero di assist (almeno 3). Se il numero di assist è lo stesso, il vincitore viene scelto tramite punteggio";"Hat die meisten Assists bei der Zerstörung feindlicher Fahrzeuge (aber nicht mehr als 3 Mal). Bei gleicher Anzahl an Assists wird der Gewinner anhand der Punktzahl ermittelt";"Has tenido el mayor número de asistencias destruyendo vehículos enemigos (pero no más de 3 veces). Si el número de asistencias es el mismo, el ganador se elige por puntuación";"Чаще всех оказать помощь в уничтожении противника (но не более 3 раз). При одинаковом количестве помощи победитель выбирается по очкам";"Найчастіше допомагав знищити ворожу техніку (але не більше трьох разів). Якщо кілька гравців надавали таку допомогу однаково часто, переможець визначається за очками.";"Najwięcej asyst przy niszczeniu wrogich maszyn (ale nie więcej niż 3 razy). Jeśli liczba asyst jest taka sama, zwycięzca jest wybierany na podstawie wyniku";"Deu mais assistências na destruição de veículos inimigos (mas no máximo 3 vezes). Se o número de assistências for igual, o vencedor é determinado mediante a pontuação.";"Düşman araçları imha edilirken en fazla yardım (ancak 3 defadan az) yapıldı. Eğer aynı sayıda asist yapan varsa, ödül toplam puana göre verilir";"Nejvíce asistencí při ničení nepřátelských strojů (alespoň tři). Pokud je počet asistencí stejný, vítěze určuje skóre";"Είχε τις περισσότερες assist για την καταστροφή εχθρικών οχημάτων (αλλά μέχρι 3 φορές). Εάν ο αριθμός των assist είναι ίδιος, ο νικητής επιλέγεται με βάση τη βαθμολογία";"Memiliki assist terbanyak dalam menghancurkan kendaraan musuh (maksimum 3 kali). Jika jumlah assist sama, pemenang akan dipilih berdasarkan skor.";"ช่วยทำลายพาหนะเป็นจำนวนมากที่สุด (แต่ไม่เกิน 3 ครั้ง) หากมีผู้เล่นที่ช่วยทำลายพาหนะได้จำนวนเท่ากันจะตัดสินด้วยคะแนน";"가장 많은 격파 도움 (단, 최소 3회 이상) 을 기록했습니다. 만약 같은 수의 도움을 기록한 플레이어가 있다면 점수가 더 높은 사람에게 보상이 수여됩니다.";"助\t攻 (不\t超\t过 3 次) 次\t数\t全\t场\t第\t一。\t若\t有\t多\t人\t满\t足\t这\t一\t条\t件，\t该\t荣\t誉\t则\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家。";"敵車両の\t最多撃墜\tアシストを\t達成しました（最大\t3回まで）。\tアシスト\t数が\t同じ\t場合、\t勝者は\tスコアによって\t決まります。";"助\t攻\t數\t全\t場\t第\t一 (總\t數\t少\t於 3 次)。 若\t有\t多\t人\t滿\t足\t此\t條\t件，\t該\t榮\t譽\t則\t授\t予\t其\t中\t得\t分\t最\t高\t的\t玩\t家";;
"streaks/trophy_near_ship";"Terror of the Sea";"Terreur des mers";"Terrore dei Mari";"Schrecken der Meere";"Terror del Mar";"Гроза морей";"Гроза морів";"Postrach Mórz";"Terror dos Mares";"Denizdeki Terör";"Teror moře";"Θαλάσσιος Τρόμος";"Terror of the Sea";"อสูรแห่งท้องทะเล";"바다의 공포";"海\t战\t英\t豪";"海の\t恐怖";"海\t戰\t英\t豪";;
"streaks/trophy_near_ship/other";;;;;;;;;;;;;;;;;;;;
"streaks/trophy_near_ship/desc";"Destroyed the most enemy crew.";"A détruit le plus d'équipages ennemis.";"Per aver abbattuto il maggior numero di equipaggi nemici.";"Die meisten feindlichen Besatzungen ausgeschaltet.";"Destruido el mayor número de tripulación enemiga.";"Уничтожил больше всех экипажа противника.";"Знищив найбільше ворожих екіпажів.";"Zabito najwięcej wrogich załóg.";"Abatido o maior número de tripulantes inimigos.";"En fazla düşman mürettebatı yok edildi.";"Zničení největšího počtu členů osádky.";"Κατέστρεψε τα περισσότερα εχθρικά πληρώματα.";"Menghancurkan kru musuh dalam jumlah paling banyak.";"ทำลายกำลังพลศัตรูไปมากที่สุด";"가장 많은 수의 적 승조원을 격파하였습니다.";"敌\t方\t成\t员\t组\t杀\t伤\t数\t量\t全\t场\t第\t一。";"最大数の\t敵\tクルーを\t倒しました。";"敵\t方\t成\t員\t組\t殺\t傷\t數\t量\t全\t場\t第\t一。";;
"streaks/heroic_tankman";"Heavy Metal Hero";"Héros d'acier";"Carrista Eroico";"Heldenhafter Panzerfahrer";"Héroe Acorazado";"Главный калибр";"Головний калібр";"Stalowy Heros";"Herói do Metal";"Heavy Metal Kahramanı";"Tankový hrdina";"Heavy Metal Ήρωας";"Heavy Metal Hero";"วีรชนคนเหล็ก";"강철의 영웅";"陆\t战\t英\t豪";"鋼鉄の\t英雄";"陸\t戰\t英\t豪";;
"streaks/heroic_tankman/other";;;;;;;;;;;;;;;;;;;;
"streaks/heroic_tankman/desc";"Destroyed the most vehicles. The number of destroyed vehicles has to be 7 or higher.";"A détruit le plus de véhicules. Le nombre de véhicules détruits doit être de 7 ou plus.";"Per aver distrutto più mezzi. Il numero di mezzi distrutti deve essere di 7 o più.";"Die meisten Fahrzeuge zerstört. Die Anzahl der zerstörten Fahrzeuge muss 7 oder höher sein.";"Destruido el mayor número de vehículos. El número de vehículos destruidos tiene que ser 7 o superior.";"Уничтожил больше всех техники. Число уничтоженной техники должно быть 7 или больше.";"Знищив найбільше техніки. Кількість знищеної техніки має становити не менше 7 од.";"Zniszczył najwięcej pojazdów. Liczba zniszczonych pojazdów musi wynosić 7 lub więcej.";"Abatido o maior número de veículos. Número mínimo de veículos abatidos de 7.";"En fazla sayıda araç imha edildi. Yok edilen araç sayısı en az 7 olmalıdır.";"Zničení nejvíce strojů. Počet zničených strojů musí být 7 nebo více.";"Κατέστρεψε τα περισσότερα οχήματα. Πρέπει να έχουν καταστραφεί 7 ή περισσότερα οχήματα.";"Menghancurkan kendaraan dalam jumlah paling banyak. Jumlah kendaraan yang dihancurkan harus sebanyak 7 atau lebih.";"ทำลายพาหนะศัตรูได้มากที่สุดในการต่อสู้ จำนวนพาหนะศัตรูที่ทำลายต้องมากกว่า 7 คันขึ้นไป";"가장 많은 장비를 파괴하셨습니다. 단, 7대 이상의 장비를 격파해야 수여될 수 있습니다.";"敌\t方\t载\t具\t摧\t毁\t数\t全\t场\t第\t一，\t且\t战\t果\t数\t不\t少\t于 7 架。";"最も\t多くの\t車両を\t破壊した。\t破壊した\t車両の\t数は\t7台以上である\t必要があります。";"敵\t方\t載\t具\t摧\t毀\t數\t全\t場\t第\t一，\t且\t戰\t果\t數\t不\t少\t於 7 架。";;
"streaks/heroic_ship";"Terror of the Ocean";"Terreur des océans";"Terrore dell'Oceano";"Schrecken der Ozeane";"Terror del Océano";"Гроза океанов";"Гроза океанів";"Postrach Oceanów";"Terror do Oceano";"Okyanusdaki Terör";"Teror oceánu";"Τρόμος του Ωκεανού";"Terror of the Ocean";"อสูรแห่งมหาสมุทร";"대양의 괴물";"大\t洋\t屠\t夫";"海洋の\t恐怖";"大\t洋\t屠\t夫";;
"streaks/heroic_ship/other";;;;;;;;;;;;;;;;;;;;
