"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"hints/secondary_success_extended";"Secondary objective: {missionObj} completed";"Objectif secondaire: {missionObj} réussi";"Obiettivo secondario: {missionObj} completato";"Sekundäres Ziel: {missionObj} abgeschlossen";"Objetivo secundario: {missionObj} completado";"Второстепенное задание: {missionObj} выполнено";"Другорядне завдання: {missionObj} виконано";"Cel drugorzędny: {missionObj} został wykonany";"Objetivo secundário da missão: {missionObj} completado";"İkincil hedef: {missionObj} tamamlandı";"Vedlejší úkol: {missionObj} splněn";"Ο δευτερεύων στόχος «{missionObj}» επετεύχθη";"Target cadangan: {missionObj} selesai";"เป้าหมายรอง: {missionObj} เสร็จสิ้น";"두번째 임무 목표: {missionObj} 완료됨";"次\t要\t任\t务\t已\t完\t成：\t{missionObj}";"第二目標：\t{missionObj}完了";"次\t要\t任\t務\t已\t完\t成：\t{missionObj}";;
"hints/secondary_fail_extended";"Secondary objective: {missionObj} failed";"Objectif secondaire: {missionObj} échoué";"Obiettivo secondario: {missionObj} fallito";"Sekundäres Ziel: {missionObj} fehlgeschlagen";"Objetivo secundario: {missionObj} fallido";"Второстепенное задание: {missionObj} провалено";"Другорядне завдання: {missionObj} провалено";"Cel drugorzędny: {missionObj} nie został wykonany";"Objetivo secundário da missão: {missionObj} falhado";"İkincil hedef: {missionObj} başarısız oldu";"Vedlejší úkol: {missionObj} nesplněn";"Ο δευτερεύων στόχος «{missionObj}» δεν επετεύχθη";"Target cadangan: {missionObj} gagal";"เป้าหมายรอง: {missionObj} ล้มเหลว";"두번째 임무 목표: {missionObj} 실패함";"次\t要\t任\t务\t已\t失\t败：\t{missionObj}";"第二目標：\t{missionObj}失敗";"次\t要\t任\t務\t已\t失\t敗：\t{missionObj}";;
"hints/one_minute_left";"You're holding up the mission! Deal with the objective!";"Vous gérez bien la mission ! N'oubliez pas l'objectif !";"Stai ritardando la missione! Occupati dell'obiettivo!";"Du hältst die Mission auf! Kümmere dich um das Missionsziel!";"¡Estás demorando la misión! ¡Cumple con el objetivo!";"Вы задерживаете выполнение миссии! Займитесь заданием!";"Ви затримуєте виконання місії! Займіться завданням!";"Wstrzymujesz misję! Wypełnij cel!";"Mantens a missão! Lida com o objectivo!";"Görevi geciktiriyorsun! Hedefe odaklan!";"Dochází čas na splnění úkolu";"Καθυστερείτε την αποστολή! Ασχοληθείτε με τον στόχο!";"Kamu menghambat misi! Bereskan target!";"อย่าทำให้ภารกิจยืดเยื้อ! จัดการกับเป้าหมายสิ!";"아직 임무가 진행중이다. 목표를 완수하라!";"别\t耽\t误\t时\t间\t了！\t赶\t紧\t完\t成\t任\t务\t目\t标！";"ミッションの\t目的を\t遂行してください";"別\t耽\t誤\t時\t間\t了！\t趕\t緊\t完\t成\t任\t務\t目\t標！";;
"hints/five_minutes_left";"You're taking too long!";"Vous prenez trop de temps !";"Stai impiegando troppo tempo!";"Du brauchst zu viel Zeit!";"¡Te está llevando demasiado tiempo!";"Вы действуете слишком медленно!";"Ви дієте занадто повільно!";"Zajmuje ci to zbyt wiele czasu!";"Estás a demorar demasiado tempo!";"Gecikiyorsun!";"Na splnění mise zbývá už jen pár minut";"Αργείτε πολύ!";"Kamu terlalu lama!";"ใช้เวลานานเกินไปแล้ว!";"시간을 너무 오래 끌고 있다!";"已\t浪\t费\t了\t太\t多\t时\t间！";"時間がかかり\t過ぎています";"已\t浪\t費\t了\t太\t多\t時\t間！";;
"hints/ten_minutes_left";"Take care of your objective. Time's running out!";"N'oubliez pas l'objectif. Le temps s'écoule !";"Occupati del tuo obiettivo. Il tempo sta scadendo!";"Kümmere dich um dein Missionsziel. Die Zeit wird knapp!";"Ocúpate de tu objetivo. ¡Se acaba el tiempo!";"Позаботьтесь о своем задании. Время истекает!";"Потурбуйтеся про своє завдання. Час збігає!";"Zajmij się celem. Czas ucieka!";"Cuida do teu objectivo. O tempo está-se a esgotar!";"Hedefinin icabına bak. Zaman azalıyor!";"Postarej se o splnění úkolu, čas běží";"Ασχοληθείτε με τον στόχο σας. Ο χρόνος τελειώνει!";"Perhatikan targetmu. Waktu hampir habis!";"จัดการเป้าหมายสิ! เวลาจะหมดแล้วนะ!";"목표에 집중하라, 시간이 얼마 없다.";"时\t间\t不\t多\t了！\t赶\t紧\t完\t成\t任\t务\t目\t标！";"残り\t時間が\t少なくなりました。\t目的を\t達成してください";"時\t間\t不\t多\t了！\t趕\t緊\t完\t成\t任\t務\t目\t標！";;
"hints/lower";"You or your teammate have to decrease altitude to avoid detection.";"Vous ou votre équipe avez à diminuer d'altitude pour éviter qu'on vous détecte.";"Tu o un tuo wingman dovete scendere di quota per non essere individuati.";"Du oder dein Kamerad müssen tiefer fliegen, um nicht entdeckt zu werden.";"Tú o tu compañero de equipo debéis reducir la altitud para evitar ser detectados.";"Вы или член вашей команды должны снизиться, чтобы избежать обнаружения";"Ви або член вашої команди повинні знизитися, щоб уникнути виявлення";"Ty lub twój skrzydłowy musicie zmniejszyć wysokość, aby uniknąć wykrycia.";"Tu ou o teu companheiro de equipa tem que diminuir a altitude para evitar a deteção.";"Tespit edilmekten kaçınmak için sen veya takım arkadaşın irtifanızı düşürmek zorundasınız.";"Ty nebo tvůj spolubojovník musíte klesnout, abyste se vyhnuli odhalení";"Εσείς ή ο συμπαίκτης σας πρέπει να μειώσετε το υψόμετρο για να μην σας εντοπίσουν.";"Kamu atau rekan tim harus mengurangi ketinggian agar tidak terdeteksi.";"คุณหรือเพื่อนร่วมทีมต้องลดระดับความสูงลงเพื่อเลี่ยงการตรวจจับ";"발각되지 않기 위해 귀관이나 편대원이 고도를 낮춰야 한다.";"你\t和\t队\t友\t必\t须\t降\t低\t高\t度，\t避\t免\t被\t敌\t军\t发\t现。";"察知されないようにするため、\t僚機と\t共に\t高度を\t落とすようにしましょう。";"你\t和\t隊\t友\t必\t須\t降\t低\t高\t度，\t避\t免\t被\t敵\t軍\t發\t現。";;
"hints/killall";"Destroy all the enemies before they can communicate your position";"Détruisez tous les ennemis avant qu'ils puissent vous localiser";"Distruggi tutti i nemici prima che comunichino la tua posizione";"Vernichte alle Feinde, bevor diese deine Position weitergeben können.";"Destruye a todos los enemigos antes de que revelen tu posición";"Уничтожьте всех противников до того, как они успеют сообщить вашу позицию";"Знищте усіх противників до того, як вони встигнуть повідомити вашу позицію";"Zniszcz wszystkie jednostki, zanim powiadomią wroga o twojej lokalizacji.";"Destrói todos os inimigos antes que eles comuniquem a tua posição";"Bütün düşmanları onlar konumunuzu bildirmeden önce imha edin";"Znič všechny nepřátele, než stačí ohlásit tvou pozici";"Καταστρέψτε όλους τους εχθρούς πριν μπορέσουν να αποκαλύψουν τη θέση σας";"Hancurkan semua musuh sebelum mereka bisa membocorkan posisimu";"ทำลายศัตรูทั้งหมดก่อนที่พวกมันจะแจ้งตำแหน่งของคุณให้ทัพหลักได้";"적에게 발각되기 전에 적을 섬멸하라.";"趁\t着\t敌\t军\t还\t没\t来\t得\t及\t通\t报\t你\t的\t位\t置，\t赶\t紧\t将\t其\t消\t灭！";"位置を\t報告される\t前に、\t全ての\t相手を\t撃破してください";"趁\t著\t敵\t軍\t還\t沒\t來\t得\t及\t通\t報\t你\t的\t位\t置，\t趕\t緊\t將\t其\t消\t滅！";;
"hints/covers";"Take cover to avoid enemy fire";"Cachez vous pour éviter les feux ennemis";"Cerca riparo per evitare il fuoco nemico";"Gehe in Deckung, um Feindbeschuss zu vermeiden.";"Cúbrete para evitar el fuego enemigo";"Займите укрытие, чтобы избежать вражеского огня";"Займіть укриття, щоб уникнути ворожого вогню";"Kryj się, by uniknąć wrogiego ostrzału.";"Protege-te para evitar o fogo inimigo";"Düşman ateşinden kaçınmak için saklanın";"Kryj se před nepřátelskou palbou";"Καλυφθείτε για να αποφύγετε τα εχθρικά πυρά";"Berlindung untuk menghindari tembakan musuh";"เข้าที่กำบังเพื่อเลี่ยงกระสุนศัตรู";"엄폐하여 적의 공격을 피하라.";"小\t心\t躲\t开\t敌\t军\t的\t防\t空\t炮\t火";"隠れて\t相手の\t砲火を\t回避してください";"小\t心\t躲\t開\t敵\t軍\t的\t防\t空\t炮\t火";;
"hints/cutsc_skip";"Skip";"Passer";"Salta";"Überspringen";"Omitir";"Пропустить";"Пропустити";"Pomiń";"Passar à frente";"Atla";"Přeskočit";"Παράλειψη";"Lewati";"ข้าม";"건너뛰기";"跳\t过";"スキップ";"跳\t過";;
"hints/skip_doubletap";"Double tap to skip";"Appuyez deux fois pour passer";"Doppio tocco per saltare";"Doppelklick zum Überspringen";"Pulsa dos veces para saltar";"Нажмите два раза, чтобы пропустить";"Натисніть двічі, щоб пропустити";"Dotknij dwukrotnie, aby pominąć";"Pressionar duas vezes para passar";"Geçmek için iki kez dokun";"Přeskočit poklepáním";"Διπλό πάτημα για παράλειψη";"Ketuk dua kali untuk melewati";"แตะสองครั้งเพื่อข้าม";"두 번 터치하여 건너뛰기";"双\t击\t以\t跳\t过";"ダブルタップで\tスキップ";"雙\t擊\t以\t跳\t過";;
"hints/skip";"Press {shortcut} to skip";"Pressez {shortcut} pour passer";"Premi {shortcut} per saltare";"Zum Überspringen {shortcut} drücken";"Presiona {shortcut} para saltear";"Нажмите {shortcut}, чтобы пропустить";"Натисніть {shortcut} щоб пропустити";"Naciśnij {shortcut}, aby pominąć";"Pressione {shortcut} para pular";"Atlamak için {shortcut} tuşuna basın";"Stiskni {shortcut} pro přeskočení";"Πατήστε {shortcut} για παράλειψη";"Ketuk {shortcut} untuk melewati";"กด {shortcut} เพื่อข้าม";"{shortcut} 건너뛰기";"按 {shortcut} 键\t跳\t过";"{shortcut} を\t押して\tスキップ";"按 {shortcut} 鍵\t跳\t過";;
"hints/gun_overheat_warning";"Don't shoot in long bursts to avoid overheating the weapon";"Ne tirez pas de longues salves afin de ne pas faire surchauffer l'arme";"Non sparare per lunghe raffiche in modo da evitare il surriscaldamento dell'arma";"Schieße nicht im Dauerfeuer, um eine Überhitzung der Waffe zu vermeiden";"No dispares en ráfagas largas para evitar sobrecalentar el arma";"Не стреляйте долгими очередями, чтобы избегать перегрева оружия";"Не стріляйте довгими чергами, щоб уникати перегріву зброї";"Nie strzelaj długimi seriami, aby uniknąć przegrzania uzbrojenia";"Não dispare rajadas longas para evitar sobreaquecimento da arma";"Silahın aşırı ısınmasını önlemek için uzun seri atış yapma";"Nestřílej v dlouhých dávkách, aby se zbraň nepřehřála";"Μην πυροβολείτε παρατεταμένα για να αποφύγετε την υπερθέρμανση του όπλου";"Jangan menembak secara beruntun agar senjata tidak menjadi terlalu panas";"อย่ายิงต่อเนื่องเพื่อไม่ให้อาวุธร้อนเกินไป";"무장이 과열되지 않도록 적당히 끊어서 사격해야 합니다";"减\t少\t连\t续\t开\t火\t时\t间，\t避\t免\t武\t器\t过\t热";"武器の\tオーバーヒートを\t防ぐため、\t長時間の\t連射は\t控えましょう";"減\t少\t連\t續\t開\t火\t時\t間，\t避\t免\t武\t器\t過\t熱";;
"hints/use_gun_for_spaa";"Use machine gun against SPAA";"Utilisez une mitrailleuse contre le canon AA";"Usa la mitragliatrice contro le antiaeree";"Setze das Maschinengewehr gegen das Flugabwehrfahrzeug ein";"Usa la ametralladora contra los AAA";"Используйте пулемет против зенитных установок";"Використовуйте кулемет проти ЗСУ";"Użyj karabinu maszynowego przeciwko pelotce";"Use metralhadora contra SPAA";"Uçaksavarlara karşı makineli tüfeği kullanın";"Použij kulomet proti flaku";"Χρήση πολυβόλου κατά των SPAA";"Gunakan senapan mesin untuk menghadapi SPAA";"ใช้ปืนกลเพื่อรับมือกับ SPAA";"대공포 상대로 기관총 사용";"使\t用\t车\t载\t机\t枪\t反\t制\t自\t行\t防\t空\t炮";"SPAAに\t対して\tマシンガンを\t使う";"使\t用\t車\t載\t機\t槍\t反\t制\t自\t行\t防\t空\t炮";;
"hints/holding_for_stop";"Hold down the stop button for a quick stop";"Maintenez la touche d'arrêt pour vous arrêter rapidement";"Tieni premuto il tasto dei freni per una frenata improvvisa";"Halte die Stopptaste für einen schnellen Stopp gedrückt";"Mantén pulsado el botón de parada para una parada rápida";"Удерживайте кнопку стоп для быстрой остановки";"Утримуйте кнопку стоп для швидкої зупинки";"Przytrzymaj przycisk zatrzymania, aby szybko zahamować";"Mantenha o botão parar premido para parar rapidamente";"Hızlı durdurma için durdurma düğmesini basılı tutun";"Podržením tlačítka stop rychle zastavíš";"Κρατήστε πατημένο το κουμπί stop για γρήγορη διακοπή";"Tahan tombol Stop untuk berhenti sebentar";"กดปุ่มหยุดค้างเพื่อหยุดอย่างรวดเร็ว";"정지 버튼을 길게 누르면 급정거할 수 있습니다.";"长\t按\t停\t止\t键\t快\t速\t停\t下\t载\t具";"ストップボタン\t長押しで\t急停止";"長\t按\t停\t止\t鍵\t快\t速\t停\t下\t載\t具";;
"hints/capture_air_start_ally";"The %axis/allies% team maintains air superiority over %base name%.";"L'équipe %axis/allies% a acquis la supériorité aérienne au dessus de %base name%.";"La squadra %axis/allies% ha ottenuto la superiorità aerea su %base name%.";"Das Team %axis/allies% hält die Luftüberlegenheit über %base name%.";"El equipo %axis/allies% ha obtenido superioridad aérea sobre %base name%.";"Команда %axis/allies% удерживает превосходство в воздушной зоне %base name%.";"Команда %axis/allies% утримує перевагу в повітряній зоні %base name%.";"Drużyna %axis/allies% zdobywa przewagę powietrzną nad bazą %base name%.";"A equipe %axis/allies% mantém a superioridade aérea sobre a base de %base name%.";"%axis/allies% takımı has %base name% üzerinde hava hakimiyeti sağladı.";"Armáda %axis/allies% získala vzdušnou nadvládu nad základnou %base name%";"Η ομάδα %axis/allies% διατηρεί την αεροπορική της υπεροχή πάνω από τη βάση %base name%.";"Tim %axis/allies% mempertahankan penguasaan udara atas %base name%.";"ทีม %axis/allies% รักษาการครองอากาศเหนือ %base name%";"%axis/allies% 팀이 %base name% 상공의 공중우세를 유지하고 있다.";"%axis/allies%\t已\t获\t得 %base name% 上\t方\t的\t制\t空\t权。";"%axis/allies%チームが%base name%上空の\t制空権を\t維持しています。";"%axis/allies%\t已\t獲\t得 %base name% 上\t方\t的\t制\t空\t權。";;
"hints/capture_air_start_enemy";"The %axis/allies% team maintains air superiority over %base name%.";"L'équipe %axis/allies% maintient sa supériorité aérienne au dessus de %base name%.";"La squadra %axis/allies% ha ottenuto la superiorità aerea su %base name%.";"Das Team %axis/allies% hält die Luftüberlegenheit über %base name%.";"El equipo %axis/allies% ha obtenido superioridad aérea sobre %base name%.";"Команда %axis/allies% удерживает превосходство в воздушной зоне %base name%.";"Команда %axis/allies% утримує перевагу в повітряній зоні %base name%.";"Drużyna %axis/allies% utrzymuje przewagę powietrzną nad bazą %base name%.";"A equipe %axis/allies% mantém a superioridade aérea sobre a base de %base name%.";"%axis/allies% takımı has %base name% üzerinde hava hakimiyeti sağladı.";"Armáda %axis/allies% získala vzdušnou nadvládu nad základnou %base name%";"Η ομάδα %axis/allies% διατηρεί την αεροπορική της υπεροχή πάνω από τη βάση %base name%.";"Tim %axis/allies% mempertahankan penguasaan udara atas %base name%.";"ทีม %axis/allies% รักษาการครองอากาศเหนือ %base name%";"%axis/allies% 팀이 %base name% 상공의 공중우세를 유지하고 있다.";"%axis/allies%\t已\t获\t得 %base name% 上\t方\t的\t制\t空\t权。";"%axis/allies%チームが%base name%上空の\t制空権を\t維持しています。";"%axis/allies%\t已\t獲\t得 %base name% 上\t方\t的\t制\t空\t權。";;
"hints/base_underattack_1";"The enemy is attacking the %base_name% base";"L'ennemi attaque la base %base_name%";"Il nemico sta attaccando la base di %base_name%";"Der Feind greift die Basis %base_name% an";"El enemigo está atacando la base %nombre_base%.";"База %base_name% атакована врагом";"База %base_name% атакована ворогом";"Wróg atakuje bazę %base_name%.";"O inimigo está atacando a base %base_name%";"Düşman %base_name% üssüne saldırıyor";"Nepřátelé útočí na základnu %base_name%";"Ο εχθρός επιτίθεται στη βάση %base_name%";"Musuh menyerang pangkalan %base_name%";"ศัตรูกำลังโจมตีฐาน %base_name%";"%base_name% 기지가 적에게 공격받고 있다.";"敌\t军\t正\t在\t攻\t击 %base_name% 基\t地";"敵が %base_name% 基地を\t攻撃中";"敵\t軍\t正\t在\t攻\t擊 %base_name% 基\t地";;
"hints/base_underattack_2";"The enemy is attacking the %base_name% base";"L'ennemi attaque la base %base_name%";"Il nemico sta attaccando la base di %base_name%";"Der Feind greift die Basis %base_name% an";"El enemigo está atacando la base %nombre_base%.";"База %base_name% атакована врагом";"База %base_name% атакована ворогом";"Wróg atakuje bazę %base_name%.";"O inimigo está atacando a base %base_name%";"Düşman %base_name% üssüne saldırıyor";"Nepřátelé útočí na základnu %base_name%";"Ο εχθρός επιτίθεται στη βάση %base_name%";"Musuh menyerang pangkalan %base_name%";"ศัตรูกำลังโจมตีฐาน %base_name%";"%base_name% 기지가 적에게 공격받고 있다.";"敌\t军\t正\t在\t攻\t击 %base_name% 基\t地";"敵が %base_name% 基地を\t攻撃中";"敵\t軍\t正\t在\t攻\t擊 %base_name% 基\t地";;
"hints/base_underattack_3";"The enemy is attacking the %base_name% base";"L'ennemi attaque la base %base_name%";"Il nemico sta attaccando la base di %base_name%";"Der Feind greift die Basis %base_name% an";"El enemigo está atacando la base %nombre_base%.";"База %base_name% атакована врагом";"База %base_name% атакована ворогом";"Wróg atakuje bazę %base_name%.";"O inimigo está atacando a base %base_name%";"Düşman %base_name% üssüne saldırıyor";"Nepřátelé útočí na základnu %base_name%";"Ο εχθρός επιτίθεται στη βάση %base_name%";"Musuh menyerang pangkalan %base_name%";"ศัตรูกำลังโจมตีฐาน %base_name%";"%base_name% 기지가 적에게 공격받고 있다.";"敌\t军\t正\t在\t攻\t击 %base_name% 基\t地";"敵が %base_name% 基地を\t攻撃中";"敵\t軍\t正\t在\t攻\t擊 %base_name% 基\t地";;
"hints/point_underattack_1";"Our forces in zone %zone_name% are under attack";"Nos forces sont attaquées dans la zone %zone_name%";"Le nostre forze nella zona %zone_name% sono sotto attacco";"Unsere Truppen im Gebiet %zone_name% werden angegriffen";"Nuestras fuerzas destacadas en la zona %nombre_zona% están siendo atacadas.";"Наши войска в точке %zone_name% под атакой";"Наші війська в точці %zone_name% під атакою";"Nasze siły w strefie %zone_name% są atakowane.";"As nossas forças na zona %zone_name% estão sob ataque";"%zone_name% bölgesindeki kuvvetlerimiz saldırı altında";"Naše jednotky v oblasti %zone_name% jsou napadeny";"Οι δυνάμεις μας στη ζώνη %zone_name% δέχονται επίθεση";"Pasukan kita di zona %zone_name% diserang";"กองกำลังของเราในพื้นที่ %zone_name% ถูกโจมตี";"%zone_name% 지역의 아군 병력이 공격받고 있다.";"我\t军\t在 %zone_name% 区\t域\t遭\t到\t攻\t击";"ゾーン %zone_name% にいる\t我が\t軍が\t攻撃を\t受けています";"我\t軍\t在 %zone_name% 區\t域\t遭\t到\t攻\t擊";;
"hints/point_underattack_2";"Our forces in zone %zone_name% are under attack";"Nos forces sont attaquées dans la zone %zone_name%";"Le nostre forze nella zona %zone_name% sono sotto attacco";"Unsere Truppen im Gebiet %zone_name% werden angegriffen";"Nuestras fuerzas destacadas en la zona %nombre_zona% están siendo atacadas.";"Наши войска в точке %zone_name% под атакой";"Наші війська в точці %zone_name% під атакою";"Nasze siły w strefie %zone_name% są atakowane.";"As nossas forças na zona %zone_name% estão sob ataque";"%zone_name% bölgesindeki kuvvetlerimiz saldırı altında";"Naše jednotky v oblasti %zone_name% jsou napadeny";"Οι δυνάμεις μας στη ζώνη %zone_name% δέχονται επίθεση";"Pasukan kita di zona %zone_name% diserang";"กองกำลังของเราในพื้นที่ %zone_name% ถูกโจมตี";"%zone_name% 지역의 아군 병력이 공격받고 있다.";"我\t军\t在 %zone_name% 区\t域\t遭\t到\t攻\t击";"ゾーン %zone_name% にいる\t我が\t軍が\t攻撃を\t受けています";"我\t軍\t在 %zone_name% 區\t域\t遭\t到\t攻\t擊";;
"hints/point_underattack_3";"Our forces in zone %zone_name% are under attack";"Nos forces sont attaquées dans la zone %zone_name%";"Le nostre forze nella zona %zone_name% sono sotto attacco";"Unsere Truppen im Gebiet %zone_name% werden angegriffen";"Nuestras fuerzas destacadas en la zona %nombre_zona% están siendo atacadas.";"Наши войска в точке %zone_name% под атакой";"Наші війська в точці %zone_name% під атакою";"Nasze siły w strefie %zone_name% są atakowane.";"As nossas forças na zona %zone_name% estão sob ataque";"%zone_name% bölgesindeki kuvvetlerimiz saldırı altında";"Naše jednotky v oblasti %zone_name% jsou napadeny";"Οι δυνάμεις μας στη ζώνη %zone_name% δέχονται επίθεση";"Pasukan kita di zona %zone_name% diserang";"กองกำลังของเราในพื้นที่ %zone_name% ถูกโจมตี";"%zone_name% 지역의 아군 병력이 공격받고 있다.";"我\t军\t在 %zone_name% 区\t域\t遭\t到\t攻\t击";"ゾーン %zone_name% にいる\t我が\t軍が\t攻撃を\t受けています";"我\t軍\t在 %zone_name% 區\t域\t遭\t到\t攻\t擊";;
