"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"attr_desc/attrib_ai_aa_accuracy";"Better ship anti-air gun accuracy precision";"Meilleure précision des canons anti-air du navire";"Precisione della contraerea della nave migliorata";"Verbesserte Genauigkeit der Schiffs-Flugabwehrkanonen";"Mejor precisión de los cañones antiaéreos del barco";"Увеличение точности зенитной артиллерии по воздушным целям";"Збільшення точності зенітної артилерії за повітряними цілями";"Lepsza celność przeciwlotniczych dział okrętowych";"Maior precisão das baterias antiaéreas do navio";"Geminin uçaksavar silahlarının isabetliliğini iyileştir";"Lepší přesnost lodních protiletadlových děl";"Βελτίωση της ακρίβειας των αντιαεροπορικών όπλων του πλοίου";"Meningkatkan akurasi senapan anti-pesawat pada kapal";"ปรับปรุงความแม่นยำของปืนต่อต้านอากาศยานของเรือ";"함선 대공포의 정확성을 향상시킵니다";"提\t升\t防\t空\t炮\t精\t准\t度";"艦船の\t対空砲の\t精度が\t向上";"提\t升\t防\t空\t炮\t精\t準\t度";;
"attr_desc/attrib_ai_aa_distance";"Increase maximum effective anti-air gun range";"Augmente la portée maximale efficace des canons anti-aériens";"Aumenta il raggio d'efficacia dei cannoni antiaerei";"Erhöhung der maximalen effektiven Reichweite von Flugabwehrkanonen";"Aumenta el alcance máximo efectivo de los cañones antiaéreos";"Увеличение дальности эффективного огня зенитной артиллерии";"Збільшення дальності ефективного вогню зенітної артилерії";"Zwiększenie maksymalnego skutecznego zasięgu dział przeciwlotniczych";"Aumenta o alcance eficaz máximo das antiaéreas";"Uçaksavar silahların maksimum etkili menzilini artır";"Zvýšení maximálního účinného dostřelu protiletadlových děl";"Αύξηση της μέγιστης αποτελεσματικής εμβέλειας των αντιαεροπορικών όπλων";"Meningkatkan jangkauan efektif maksimum senapan anti-pesawat";"เพิ่มระยะหวังผลสูงสุดของปืนต่อต้านอากาศยาน";"함선 대공포의 유효 사거리를 늘려줍니다";"提\t升\t防\t空\t炮\t最\t大\t有\t效\t射\t程";"対空砲距離の\t最大効果が\t増加";"提\t升\t防\t空\t炮\t最\t大\t有\t效\t射\t程";;
"attr_desc/attrib_ship_endurance";"Increase maximum crew and ship endurance";"Augmenter l'endurance maximale de l'équipage et du navire";"Aumenta l'equipaggio massimo e la durata della nave";"Erhöhung der maximalen Besatzung und der Widerstandsfähigkeit des Schiffes";"Aumenta la resistencia máxima de la tripulación y del barco";"Увеличение количества экипажа корабля; повышение живучести";"Збільшення кількості екіпажу корабля; підвищення живучості";"Zwiększenie maksymalnej wytrzymałości załogi i okrętu";"Aumenta a resistência máxima da tripulação e do navio";"Mürettebatın ve geminin maksimum dayanıklılığını artır";"Zvýšení maximální výdrže posádky a lodi";"Αύξηση της μέγιστης αντοχής του πληρώματος και του πλοίου";"Meningkatkan ketahanan maksimum kru dan kapal";"เพิ่มความทนทานของเรือและจำนวนกำลังพลสูงสุด";"최대 승조원의 수가 늘어나고 함선의 내구성이 개선됩니다";"增\t大\t乘\t员\t数\t量\t与\t舰\t船\t耐\t久\t度";"クルーと\t艦船の\t最大耐性が\t増加";"增\t大\t乘\t員\t數\t量\t與\t艦\t船\t耐\t久\t度";;
"attr_desc/attrib_ship_max_speed";"Increase ship maximum speed";"Augmente la vitesse maximale du navire";"Aumenta la velocità massima della nave";"Verbesserung der Höchstgeschwindigkeit des Schiffes";"Aumenta la velocidad máxima del barco";"Увеличение максимальной скорости корабля";"Збільшення максимальної швидкості корабля";"Zwiększenie maksymalnej prędkości okrętu";"Aumenta a velocidade máxima do navio";"Geminin maksimum hızını artır";"Zvýšení maximální rychlosti lodi";"Αύξηση της μέγιστης ταχύτητας του πλοίου";"Meningkatkan kecepatan maksimum kapal";"เพิ่มความเร็วสูงสุดของเรือ";"함선의 최고 속도가 빨라집니다";"提\t升\t舰\t艇\t最\t大\t航\t速";"艦船の\t最大速度が\t増加";"提\t升\t船\t艦\t最\t大\t航\t速";;
"attr_desc/attrib_ship_steering";"Reduce ship turning time";"Réduit le temps de virage des navires";"Riduce il tempo di virata della nave";"Verkürzung der Wendezeit des Schiffes";"Reduce el tiempo de giro del barco";"Снижение времени разворота корабля";"Зниження часу розвороту корабля";"Skrócenie czasu skrętu okrętu";"Reduz o tempo de viragem do navio";"Geminin dönüş süresini azalt";"Zkrácení doby otáčení lodi";"Μείωση του χρόνου στροφής του πλοίου";"Mengurangi waktu putar kapal";"ลดเวลาหันเรือ";"함선의 선회 시간이 감소합니다";"加\t快\t舰\t艇\t回\t转\t速\t度";"艦船の\t旋回時間が\t短縮";"減\t少\t船\t艦\t迴\t轉\t時\t間";;
"attr_desc/attrib_torpedo_distance";"Increase torpedo maximum travel distance";"Augmenter la portée maximale des torpilles";"Aumenta la distanza massima percorsa dai siluri";"Erhöhung der maximalen Reichweite der Torpedos";"Aumenta la distancia máxima de movimiento del torpedo";"Увеличение максимальной дистанции хода торпед";"Збільшення максимальної дистанції ходу торпед";"Zwiększenie maksymalnego zasięgu torpedy";"Aumenta o alcance máximo do torpedo";"Torpidonun maksimum gidiş mesafesini artır";"Zvýšení maximálního dosahu torpéda";"Αύξηση της μέγιστης απόστασης ταξιδιού τορπίλης";"Meningkatkan jarak tempuh maksimum torpedo";"เพิ่มระยะเคลื่อนที่สูงสุดของตอร์ปิโด";"어뢰의 사거리를 증가시킵니다";"延\t长\t鱼\t雷\t最\t大\t航\t程";"魚雷の\t最大移動距離が\t増加";"延\t長\t魚\t雷\t最\t大\t航\t程";;
"attr_desc/attrib_torpedo_count";"Increase maximum torpedo count in battle";"Augmente le nombre maximum de torpilles au combat";"Aumenta il quantitativo massimo di siluri in battaglia";"Erhöhung des maximalen Torpedovorrats in einer Schlacht";"Aumenta el número máximo de torpedos en la batalla";"Увеличение количества торпед в бою";"Збільшення кількості торпед у бою";"Zwiększenie maksymalnej liczby torped w bitwie";"Aumenta a quantidade máxima de torpedos em combate";"Savaşta maksimum torpido sayısını artır";"Zvýšení maximálního počtu torpéd v bitvě";"Αύξηση του μέγιστου αριθμού τορπιλών στη μάχη";"Meningkatkan jumlah maksimum torpedo dalam pertempuran";"เพิ่มจำนวนตอร์ปิโดสูงสุดในการต่อสู้";"전투 중 사용할 수 있는 어뢰의 수가 증가합니다";"增\t加\t战\t斗\t中\t鱼\t雷\t最\t大\t携\t行\t量";"戦闘中の\t魚雷の\t最大数が\t増加";"增\t加\t戰\t鬥\t中\t魚\t雷\t最\t大\t攜\t帶\t量";;
"attr_desc/attrib_rckt_damage";"Increase damage of Anti-ship missiles";"Augmente les dégâts des missiles antinavire";"Aumenta il danno dei missili antinave";"Erhöht den Schaden von Anti-Schiffs-Raketen";"Aumenta el daño de los misiles Antibuque";"Увеличение урона противокорабельными ракетами";"Збільшення шкоди від протикорабельних керованих ракет";"Zwiększenie uszkodzeń pocisków przeciwokrętowych";"Aumentar os danos dos mísseis antinavio";"Gemisavar füzelerin hasarını artırır";"Zvyšení poškození protilodních raket";"Αύξηση της ζημιάς των αντιπλοϊκών πυραύλων";"Meningkatkan damage rudal anti-kapal";"เพิ่มความเสียหายของขีปนาวุธต่อต้านเรือ";"대함미사일의 피해량을 늘려줍니다";"增\t加\t反\t舰\t导\t弹\t的\t伤\t害";"対艦\tミサイルの\tダメージが\t増加";"增\t加\t反\t艦\t飛\t彈\t的\t傷\t害";;
"attr_desc/attrib_rckt_capture_time";"Faster Anti-ship missiles target lock-on before launch";"Des missiles antinavire plus rapides qui se verrouillent sur la cible avant le lancement";"Aggancio dei missili antinave più rapido prima del lancio";"Schnellere Zielerfassung der Anti-Schiffs-Raketen vor dem Abschuss";"Misiles antibuque más rápidos que se fijan antes del lanzamiento";"Уменьшение времени наведения ракет перед пуском";"Прискорене захоплення цілі протикорабельними керованими ракетами перед запуском";"Szybsze namierzenie celu przed odpaleniem pocisków przeciwokrętowych";"Mísseis antinavio mais rápidos adquirem o alvo antes do lançamento";"Fırlatma öncesi gemisavar füzelerin daha hızlı kilitlenmesi";"Rychlejší zaměření protilodních střel před odpálením";"Γρηγορότερο κλείδωμα του στόχου των αντιπλοϊκών πυραύλων πριν την εκτόξευση";"Rudal anti-kapal yang bisa mengunci target dengan lebih cepat sebelum diluncurkan";"ล็อกเป้าหมายของขีปนาวุธต่อต้านเรือได้เร็วขึ้นก่อนทำการยิง";"대함미사일 발사 전 목표물에 더 빨리 락온할 수 있게 해 줍니다.";"加\t快\t反\t舰\t导\t弹\t发\t射\t前\t锁\t定\t目\t标\t的\t时\t间";"発射前の\t対艦\tミサイルの\t標的\tロックオンが\t高速化";"加\t快\t反\t艦\t飛\t彈\t發\t射\t前\t鎖\t定\t目\t標\t的\t時\t間";;
"attr_desc/attrib_rckt_cm_lifetime";"Increase countermeasure duration";"Augmente la durée des contremesures";"Aumenta la durata delle contromisure";"Dauer der Gegenmaßnahme verlängern";"Aumenta la duración de las contramedidas";"Увеличение времени действия контрмер";"Збільшення тривалості контрзаходів";"Wydłużenie czasu trwania przeciwśrodków";"Aumentar duração das contramedidas";"Karşı-tedbir süresini artırır";"Prodloužení doby trvání protiopatření";"Αύξηση της διάρκειας των αντιμέτρων";"Menambah durasi penangkal";"เพิ่มระยะเวลาของมาตรการโต้ตอบ";"기만체의 지속시간을 늘려줍니다";"延\t长\t干\t扰\t诱\t饵\t的\t有\t效\t时\t间";"対抗手段の\t持続時間が\t延長";"增\t加\t干\t擾\t誘\t餌\t的\t作\t用\t時\t間";;
"attr_desc/loading_time_mult";"Main weapon reload speed";"Vitesse de rechargement de l'arme principale";"Velocità di ricarica dell'arma principale";"Geschwindigkeit des Nachladens der Hauptgeschütze";"Velocidad de recarga del arma principal";"Скорость перезарядки основного вооружения";"Швидкість перезаряджання основного озброєння";"Szybkość przeładowania uzbrojenia głównego";"Rapidez de carregamento da arma principal";"Ana silah yükleme hızı";"Rychlost nabíjení hlavní zbraně";"Ταχύτητα επαναγέμισης κύριου όπλου";"Kecepatan isi ulang senjata utama";"ความเร็วเติมกระสุนอาวุธหลัก";"주 무장 재장전 속도";"主\t炮\t装\t填\t速\t度";"メイン\t武器の\t再装填\tスピード";"主\t炮\t裝\t填\t速\t度";"symbol limit";70
"attr_desc/tracking";"Main weapon aiming speed";"Vitesse de visée de l'arme principale";"Velocità di puntamento dell'arma principale";"Geschwindigkeit beim Zielen mit den Hauptgeschützen";"Velocidad de puntería del arma principal";"Скорость наведения основного вооружения";"Швидкість наведення основного озброєння";"Szybkość celowania uzbrojenia głównego";"Rapidez de mira da arma principal";"Ana silah nişan alma hızı";"Rychlost míření hlavní zbraně";"Ταχύτητα στόχευσης κύριου όπλου";"Kecepatan bidik senjata utama";"ความเร็วในการเล็งของอาวุธหลัก";"주 무장 조준 속도";"主\t炮\t瞄\t准\t速\t度";"メイン\t武器の\t照準\tスピード";"主\t炮\t瞄\t準\t速\t度";"symbol limit";70
"attr_desc/accuracy";"Main weapon accuracy";"Précision de l'arme principale";"Precisione dell'arma principale";"Treffsicherheit der Hauptgeschütze";"Precisión del arma principal";"Точность стрельбы основного вооружения";"Точність стрільби основного озброєння";"Celność uzbrojenia głównego";"Exatidão da arma principal";"Ana silah isabetliliği";"Přesnost hlavní zbraně";"Ακρίβεια κύριου όπλου";"Akurasi senjata utama";"ความแม่นยำของอาวุธหลัก";"주 무장 정확도";"主\t炮\t精\t度";"メイン\t武器の\t精度";"主\t炮\t精\t度";"symbol limit";70
"attr_desc/eyesight";"Enemy detection radius";"Rayon de détection de l'ennemi";"Raggio di avvistamento nemico";"Radius der Feindentdeckung";"Radio de detección del enemigo";"Радиус обнаружения противника";"Радіус виявлення противника";"Promień wykrywania wrogów";"Raio de deteção do inimigo";"Düşman tespit yarıçapı";"Poloměr detekce nepřítele";"Ακτίνα ανίχνευσης εχθρού";"Radius deteksi musuh";"รัศมีตรวจจับศัตรู";"적 탐지 범위";"索\t敌\t范\t围";"敵探知半径";"索\t敵\t範\t圍";"symbol limit";70
"attr_desc/agility";"Switching time for disabled crew members";"Temps nécessaire au remplacement des membres d'équipage neutralisés";"Tempo per il cambio di un membro dell'equipaggio disabilitato";"Auswechselzeit für ein ausgefallenes Besatzungsmitglied";"Tiempo de cambio para un tripulante incapacitado";"Пересадка члена экипажа на место выбывшего";"Пересадка члена екіпажу на місце вибулого";"Czas zmiany miejsca dla zranionego członka załogi";"Tempo de troca de um tripulante incapacitado";"Etkisiz hâle gelen mürettebat üyesi için değişim süresi";"Doba výměny indisponovaného člena osádky";"Χρόνος αλλαγής για τα μέλη του πληρώματος που έχουν παροπλιστεί";"Waktu pergantian untuk anggota kru yang dinonaktifkan";"เวลาสับเปลี่ยนกำลังพลที่หมดสภาพ";"승무원 교체에 소요되는 시간";"顶\t替\t失\t能\t乘\t员\t所\t需\t时\t间";"利用不可能な\tクルーメンバーの\t交替時間";"頂\t替\t失\t能\t乘\t員\t所\t需\t時\t間";"symbol limit";70
"attr_desc/vitality";"Increasing crew resistance to damage";"Augmentation de la résistance de l'équipage aux dégâts";"Aumenta la resistenza dell'equipaggio ai danni";"Erhöhung der Widerstandsfähigkeit der Besatzung";"Aumentando la resistencia al daño de la tripulación";"Повышение стойкости экипажа к урону";"Підвищення стійкості екіпажу до пошкоджень";"Zwiększenie odporności załogi na obrażenia";"Aumenta a resistência da tripulação dos danos";"Mürettebatın hasar direnci artırılıyor";"Zvýšení odolnosti osádky proti poškození";"Αύξηση της αντίστασης του πληρώματος σε ζημιές";"Meningkatkan resistansi kru terhadap damage";"ทำให้กำลังพลทนทานต่อความเสียหายมากขึ้น";"승무원의 생명력이 증가합니다";"提\t升\t乘\t员\t伤\t害\t抗\t性";"クルーの\tダメージ\t耐性が\t増加";"提\t升\t乘\t員\t傷\t害\t抗\t性";"symbol limit";70
"attr_desc/battleRepairItems";"Stock of consumables available in battle";"Stock de consommables disponible en bataille";"Stock di consumabili disponibili in battaglia";"In einer Schlacht verfügbarer Vorrat an Verbrauchsgütern";"Reservas de consumibles disponibles en batalla";"Запас расходников, доступных в бою";"Запас витратних матеріалів, доступних у бою";"Zapas materiałów eksploatacyjnych dostępnych w bitwie";"Quantidade de consumíveis disponíveis em batalha";"Savaşta mevcut olan sarf malzemesi stoku";"Zásoba spotřebního materiálu dostupného v bitvě";"Απόθεμα αναλωσίμων που είναι διαθέσιμα στη μάχη";"Stok barang habis pakai yang tersedia dalam pertempuran";"สต็อกของใช้แล้วหมดไปที่มีในการต่อสู้";"전투 중 사용할 수 있는 소모품의 잔량";"消\t耗\t品\t最\t大\t携\t行\t量";"戦闘中に\t使える\t消耗品の\t残数";"消\t耗\t品\t最\t大\t攜\t帶\t量";"symbol limit";70
"attr_desc/driving";"Shortening the stopping distance";"Raccourcissement de la distance d'arrêt";"Distanza di frenata accorciata";"Verkürzung des Bremswegs";"Reducción de la distancia de frenado";"Сокращение тормозного пути";"Скорочення гальмівної колії";"Skrócenie drogi hamowania";"Reduz a distância de paragem";"Fren mesafesi kısaltılıyor";"Zkrácení brzdné dráhy";"Μείωση της απόστασης ακινητοποίησης";"Memperpendek jarak berhenti";"ลดระยะที่ใช้ในการหยุดให้สั้นลง";"제동 거리를 단축시킵니다";"缩\t短\t刹\t车\t距\t离";"ブレーキ\t距離の\t短縮";"縮\t短\t剎\t車\t距\t離";"symbol limit";70
