"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"yn1/error/8002233F";"New update is available. Please update the game via the launcher.";"Nouvelle mise à jour disponible. Veuillez mettre à jour le jeu à partir de l'interface de lancement.";"È disponibile un nuovo aggiornamento. Aggiorna il gioco tramite il launcher.";"Neues Update verfügbar. Bitte das Spiel über den Launcher aktualisieren.";"Hay disponible una nueva actualización. Actualiza el juego mediante el iniciador.";"Доступно обновление. Используйте программу запуска для его загрузки.";"Доступне оновлення. Використовуйте програму запуску для його завантаження.";"Dostępna jest nowa aktualizacja. Zaktualizuj grę za pomocą programu startowego.";"Nova atualização está disponível. Por favor, atualize o jogo através do launcher.";"Yeni güncelleme mevcut. Lütfen başlatıcı aracılığıyla oyunu güncelle.";"K dispozici je nová aktualizace, aktualizuj hru pomocí Launcheru";"Υπάρχει νέα διαθέσιμη ενημέρωση. Ενημερώστε το παιχνίδι μέσω της έναρξης του παιχνιδιού.";"Pembaruan terkini telah tersedia. Perbarui game melalui peluncur.";"มีอัปเดตใหม่ กรุณาอัปเดตเกมทางลอนเชอร์";"새로운 업데이트가 나왔습니다. 런처를 통해 게임을 업데이트 하십시오.";"有\t更\t新\t可\t用。\t请\t通\t过\t启\t动\t器\t更\t新\t游\t戏。";"最新版があります。\tランチャーで\tゲームを\t更新して\t下さい。";"有\t更\t新\t可\t用。\t請\t透\t過\t啟\t動\t器\t更\t新\t遊\t戲。";;
"yn1/error/80022B07";"Game was not activated for your account.";"Le jeu n'a pas été activé pour votre compte.";"Gioco non attivato per il tuo account.";"Das Spiel wurde für dein Konto nicht aktiviert.";"El juego no se ha activado en tu cuenta.";"Игра не активирована для вашей учетной записи.";"Гра не активована для вашого облікового запису.";"Gra nie została aktywowana dla twojego konta.";"Jogo não foi ativado para sua conta.";"Hesabın için oyun etkinleştirilmedi.";"Hra nebyla pro tvůj účet aktivována";"Το παιχνίδι δεν ενεργοποιήθηκε για τον λογαριασμό σας.";"Game tidak diaktifkan untuk akunmu.";"เกมยังไม่ได้เปิดใช้สำหรับบัญชีของคุณ";"귀하의 계정이 활성화 되지 않아 게임을 실행할 수 없습니다.";"账\t户\t尚\t未\t激\t活。";"あなたの\tアカウントでは\tゲームは\t有効ではありませんでした。";"帳\t戶\t尚\t未\t啟\t動。";;
"yn1/error/8002A201";"Server is unavailable. Please see server status on a warthunder.com.";"Les serveurs sont en maintenance. Reportez vous au site officiel pour plus d'informations.";"Server non disponibile. Verifica la disponibilità del server su warthunder.com.";"Server nicht verfügbar. Weitere Informationen zum Serverstatus auf warthunder.com";"El servidor no se encuentra disponible. Revisa el estado del servidor en el foro.";"Сервер недоступен. Проверьте состояние сервера на официальном сайте - warthunder.ru.";"Сервер не доступний. Перевірте стан сервера на офіційному сайті - warthunder.com.";"Serwer jest niedostępny. Sprawdź harmonogram prac na warthunder.com.";"Servidor não está disponível. Por favor, veja a programação de servidor no fórum.";"Sunucuya erişilemiyor. Lütfen warthunder.com/tr adresinden sunucu durumuna bak.";"Server není k dispozici, více informací nalezneš na oficiálním fóru";"Ο διακομιστής δεν είναι διαθέσιμος. Ελέγξτε την κατάσταση του διακομιστή στο warthunder.com.";"Server tidak tersedia. Lihat status server di warthunder.com.";"เซิร์ฟเวอร์ใช้งานไม่ได้ กรุณาตรวจสอบสถานะที่ warthunder.com";"서버에 접속할 수 없습니다. warthunder.com에서 서버 일정을 확인하십시오.";"服\t务\t器\t不\t可\t用。\t请\t查\t看\t官\t网\t上\t的\t时\t间\t表。";"サーバーは\t使用できません。\t
フォーラムで\tサーバーの\tスケジュールを\t確認して\t下さい。";"伺\t服\t器\t不\t可\t用。\t請\t查\t看\t官\t網\t上\t的\t公\t告。";;
"yn1/error/8002A741";"Server is under maintenance. We are updating our game and making it better. Please see server status on warthunder.com.";"Les serveurs sont en maintenance. Vous pouvez consulter le statut des serveurs sur warthunder.com.";"Il server è in manutenzione. Stiamo migliorando il gioco. Consulta le notizie del server sul warthunder.com.";"Serverwartung: Wir spielen gerade eine verbesserte Version von War Thunder auf. Weitere Informationen findest du auf warthunder.de";"El servidor está en mantenimiento. Consulta la programación del servidor en el foro.";"Сервер находится на обслуживании. В настоящий момент мы обновляем игру и делаем ее лучше. Проверьте состояние сервера на официальном сайте - warthunder.ru.";"Сервер знаходиться на обслуговуванні. Перевірте стан сервера на офіційному сайті - warthunder.com.";"Serwer jest w trakcie prac konserwacyjnych. Aktualizujemy grę w celu jej usprawnienia. Sprawdź status serwera na warthunder.com/pl.";"Servidor está em manutenção. Por favor, veja a programação do servidor no fórum.";"Sunucu bakımı yapılıyor. Oyunu daha iyi hale getirmek için güncelliyoruz. warhunder.com/tr üzerinden sunucu durumuna göz atabilirsiniz.";"Probíhá údržba serveru, více informací nalezneš na oficiálním fóru";"Γίνεται συντήρηση του διακομιστή. Ενημερώνουμε το παιχνίδι μας και το κάνουμε καλύτερο. Ελέγξτε την κατάσταση του διακομιστή στο warthunder.com.";"Server sedang dalam pemeliharaan. Kami sedang memperbarui game dan membuatnya lebih seru. Lihat status server di warthunder.com.";"เซิร์ฟเวอร์อยู่ระหว่างซ่อมบำรุง เรากำลังอัปเดตให้เกมดียิ่งขึ้น กรุณาติดตามสถานะเซิร์ฟเวอร์จาก warthunder.com";"서버가 점검 중입니다. warthunder.com에서 서버 일정을 확인하십시오.";"游\t戏\t版\t本\t升\t级，\t服\t务\t器\t维\t护\t中。\t请\t查\t看\t官\t网\t上\t的\t时\t间\t表。";"サーバーは\tメンテナンス\t中です。\t
フォーラムで\tサーバーの\tスケジュールを\t確認して\t下さい。";"伺\t服\t器\t維\t護\t中，\t請\t查\t看\t官\t網\t上\t的\t公\t告。";;
"yn1/error/80022B0F";"Unable to connect to the server.";"Impossible de se connecter au serveur.";"Impossibile connettersi al server.";"Verbindung zum Server fehlgeschlagen.";"No se puede conectar con el servidor.";"Не удалось установить соединение с сервером.";"Не вдалося встановити з'єднання з сервером.";"Nie można połączyć się z serwerem.";"Não foi possível conectar-se ao servidor.";"Sunucu bağlantısı kurulamıyor.";"Nelze se připojit k serveru";"Δεν είναι δυνατή η σύνδεση στον διακομιστή.";"Tidak bisa terhubung ke server.";"ไม่สามารถเชื่อมต่อกับเซิร์ฟเวอร์ได้";"서버에 접속할 수 없습니다.";"无\t法\t连\t接\t服\t务\t器。";"サーバーへの\t接続が\t出来ません。";"無\t法\t連\t接\t伺\t服\t器。";;
"yn1/error/80022323";"Server certificate verification error.
The system time may be set incorrectly.";"Erreur de vérification du certificat du serveur.
L'heure système est peut être déréglée.";"Errore durante la verifica del certificato del server.
L'ora di sistema potrebbe essere impostata in modo non corretto.";"Verifizierungsfehler Serverzertifikat.
Die Systemzeit ist möglicherweise falsch eingestellt.";"Error de verificación del certificado del servidor.
Puede que la hora del sistema no se haya fijado correctamente.";"Ошибка проверки сертификата сервера.
Возможно, системное время установлено неправильно.";"Помилка перевірки сертифіката сервера.
Можливо, системний час встановлено неправильно.";"Błąd weryfikacji certyfikatu serwera. Czas systemowy może być źle skonfigurowany.";"Erro de verificação de certificado de servidor. 
A hora do sistema pode estar definida incorretamente.";"Sunucu sertifikası doğrulama hatası.
Sistem saati hatalı belirlenmiş olabilir.";"Chyba ověření certifikace serveru
Pravděpodobně je chybně nastaven systémový čas";"Σφάλμα επαλήθευσης πιστοποιητικού διακομιστή.
Η ώρα του συστήματος μπορεί να έχει ρυθμιστεί εσφαλμένα.";"Terjadi kesalahan verifikasi sertifikat server.
Waktu sistem mungkin tidak diatur dengan benar.";"เกิดข้อผิดพลาดในการตรวจสอบการรับรองของเซิร์ฟเวอร์
เวลาของระบบที่ตั้งไว้อาจไม่ถูกต้อง";"서버 인증에 오류가 생겼습니다. 운영체제의 시간이 잘못 설정되었는지 확인하세요.";"服\t务\t器\t证\t书\t验\t证\t错\t误。
操\t作\t系\t统\t的\t时\t间\t设\t置\t或\t许\t存\t在\t问\t题。";"サーバー\t認証確認\tエラーです。\t
システム\t時間が\t間違って\t設定されています。";"伺\t服\t器\t憑\t證\t驗\t證\t錯\t誤。
作\t業\t系\t統\t的\t時\t間\t設\t置\t或\t許\t存\t在\t問\t題。";;
"yn1/error/8002233A";"Connection to the server was lost.";"La connexion au serveur a été perdue.";"La connessione al server è stata persa.";"Verbindung zum Server unterbrochen.";"Se perdió la conexión con el servidor.";"Связь с сервером потеряна.";"Зв'язок з сервером втрачений.";"Połączenie z serwerem zostało przerwane.";"Conexão com o servidor foi perdida.";"Sunucu bağlantısı koptu.";"Připojení k serveru bylo ztraceno";"Η σύνδεση με τον διακομιστή χάθηκε.";"Koneksi ke server terputus.";"การเชื่อมต่อกับเซิร์ฟเวอร์ถูกตัดขาด";"서버와의 연결이 끊어졌습니다.";"服\t务\t器\t连\t接\t丢\t失。";"サーバーとの\t接続が\t切断しました。";"與\t伺\t服\t器\t失\t去\t連\t接。";;
"yn1/error/80022322";"The server has closed the connection.";"Le serveur a fermé la connexion.";"Il server ha chiuso la connessione.";"Der Server hat die Verbindung geschlossen.";"El servidor ha cerrado la conexión.";"Сервер закрыл соединение.";"Сервер закрив з'єднання.";"Serwer przerwał połączenie.";"O servidor fechou a conexão.";"Sunucu bağlantıyı kapattı.";"Server ukončil připojení";"Ο διακομιστής έκλεισε τη σύνδεση.";"Server telah menutup koneksi.";"เซิร์ฟเวอร์ปิดการเชื่อมต่อ";"서버가 연결을 끊었습니다.";"服\t务\t器\t端\t关\t闭\t了\t连\t接。";"サーバーへの\t接続が\t終了しました。";"伺\t服\t器\t端\t關\t閉\t了\t連\t接。";;
"yn1/error/8002AA0C";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Estás desconectado: primero debes iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Ви не в мережі — спочатку залогіньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Você está desconectado - faça login primeiro";"Çevrimdışısın; önce giriş yap";"Jsi offline, nejdříve se přihlas";"Είστε εκτός σύνδεσης - πρώτα συνδεθείτε";"Kamu sedang offline - masuk dulu";"คุณออฟไลน์อยู่ - เข้าสู่ระบบก่อน";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"目\t前\t处\t于\t离\t线\t状\t态\t—\t—\t请\t先\t登\t录";"オフラインです。\t
まず\tサインインして\t下さい";"目\t前\t處\t於\t離\t線\t狀\t態\t—\t—\t請\t先\t登\t入";;
"yn1/error/80130190";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Ви не в мережі — спочатку залогіньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Está desconectado - inscreva-se primeiro";"Çevrimdışısın; önce giriş yap";"Jsi offline, nejdříve se přihlas";"Είστε εκτός σύνδεσης - πρώτα συνδεθείτε";"Kamu sedang offline - masuk dulu";"คุณออฟไลน์อยู่ - เข้าสู่ระบบก่อน";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"目\t前\t处\t于\t离\t线\t状\t态\t—\t—\t请\t先\t登\t录";"オフラインです。\t
まず\tサインインして\t下さい";"目\t前\t處\t於\t離\t線\t狀\t態\t—\t—\t請\t先\t登\t入";;
"yn1/error/80022303";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Ви не в мережі — спочатку залогіньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Está desconectado - inscreva-se primeiro";"Çevrimdışısın; önce giriş yap";"Jsi offline, nejdříve se přihlas";"Είστε εκτός σύνδεσης - πρώτα συνδεθείτε";"Kamu sedang offline - masuk dulu";"คุณออฟไลน์อยู่ - เข้าสู่ระบบก่อน";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"目\t前\t处\t于\t离\t线\t状\t态\t—\t—\t请\t先\t登\t录";"オフラインです。\t
まず\tサインインして\t下さい";"目\t前\t處\t於\t離\t線\t狀\t態\t—\t—\t請\t先\t登\t入";;
"yn1/error/8002232C";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Ви не в мережі — спочатку залогінтесь.";"Brak połączenia - najpierw musisz się zalogować";"Está desconectado - inscreva-se primeiro";"Çevrimdışısın; önce giriş yap";"Jsi offline, nejdříve se přihlas";"Είστε εκτός σύνδεσης - πρώτα συνδεθείτε";"Kamu sedang offline - masuk dulu";"คุณออฟไลน์อยู่ - เข้าสู่ระบบก่อน";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"目\t前\t处\t于\t离\t线\t状\t态\t—\t—\t请\t先\t登\t录";"オフラインです。\t
まず\tサインインして\t下さい";"目\t前\t處\t於\t離\t線\t狀\t態\t—\t—\t請\t先\t登\t入";;
"yn1/error/80022332";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline: esegui l'accesso";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Ви не в мережі — спочатку залогінтесь.";"Brak połączenia - najpierw musisz się zalogować";"Está desconectado - inscreva-se primeiro";"Çevrimdışısın; önce giriş yap";"Jsi offline, nejdříve se přihlas";"Είστε εκτός σύνδεσης - πρώτα συνδεθείτε";"Kamu sedang offline - masuk dulu";"คุณออฟไลน์อยู่ - เข้าสู่ระบบก่อน";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"目\t前\t处\t于\t离\t线\t状\t态\t—\t—\t请\t先\t登\t录";"オフラインです。\t
まず\tサインインして\t下さい";"目\t前\t處\t於\t離\t線\t狀\t態\t—\t—\t請\t先\t登\t入";;
"yn1/error/8002A80C";"Unable to connect to remote host";"Impossible de se connecter à l'hôte distant";"Impossibile stabilire la connessione con l'host remoto.";"Konnte nicht mit Remote-Host verbinden";"No se puede conectar con el host remoto.";"Не удалось установить связь с удалённым хостом.";"Не вдалося встановити зв'язок з віддаленим хостом.";"Nie udało się połączyć ze zdalnym hostem";"Não é possível conectar-se ao host remoto";"Uzak ana bilgisayara bağlanılamıyor";"Nelze se připojit ke vzdálenému hostiteli";"Αδυναμία σύνδεσης σε απομακρυσμένο κεντρικό υπολογιστή";"Tidak bisa terhubung ke host jarak jauh";"ไม่สามารถเชื่อมต่อกับโฮสต์ทางไกลได้";"원격 호스트에 연결할 수 없습니다.";"无\t法\t连\t接\t至\t远\t程\t主\t机";"リモートホストに\t接続できません";"無\t法\t連\t接\t至\t遠\t端\t主\t機";;
"yn1/error/81110013";"Failed to load player profile";"Impossible de charger le profil du joueur";"Impossibile caricare il profilo giocatore";"Fehler beim Laden des Spielerprofils";"Error al cargar el perfil del jugador";"Не удалось загрузить игровой профиль";"Не вдалося завантажити ігровий профіль";"Ładowanie profilu gracza nie powiodło się";"Falha ao carregar o perfil do jogador";"Oyuncu profili yükleme işlemi başarısız";"Nepodařilo se načíst profil hráče";"Αποτυχία φόρτωσης του προφίλ παίκτη";"Gagal memuat profil pemain";"โหลดโปรไฟล์ผู้เล่นไม่สำเร็จ";"플레이어 프로필을 가져오는 데 실패했습니다.";"载\t入\t玩\t家\t档\t案\t失\t败";"プレイヤープロフィールの\t読み\t込みに\t失敗しました。";"載\t入\t玩\t家\t檔\t案\t失\t敗";;
