"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"guiHints/show_pilot";"Show pilot in a cockpit (in cockpit view). You can disable this option to get a better view of the aircraft's instruments. This option is automatically disabled when Texture Quality is set below 'High'.";"Voir le pilote dans le cockpit. Vous pouvez désactiver cette option pour obtenir une meilleure vue des instruments de l'avion. Automatiquement désactivé quand la qualité des textures est inférieure à ""haut"".";"Pilota visibile nell'abitacolo. È possibile disattivare quest'opzione per ottenere una migliore visuale della strumentazione di bordo.";"Pilot im Cockpit (in Cockpitansicht) zeigen. Du kannst diese Option deaktivieren, um eine bessere Sicht auf die Flugzeuginstrumente zu erhalten. Diese Option wird automatisch deaktiviert wenn die Texturqualität geringer als 'hoch' eingestellt ist.";"Visualiza al piloto en la cabina. Puedes deshabilitar esta opción para obtener una mejor vista de los instrumentos de la aeronave.";"Показывать пилота в кабине (при виде из кабины). Можно отключить, чтобы лучше видеть приборы. Опция автоматически отключается, если настройка ""Качество текстур"" ниже, чем 'Высокое'.";"Показувати пілота в кабіні (при вигляді з кабіни). Можна відключити, щоб краще бачити прилади. Опція автоматично відключається, якщо настройка Якість текстур нижче, ніж Висока.";"Pokaż pilota w kokpicie. Możesz wyłączyć tę opcję, by lepiej widzieć przyrządy w kokpicie. Opcja ta, jest automatycznie wyłączona, w momencie, gdy tekstury są ustawione poniżej wysokiej jakość. ";"Mostrar o piloto no cockpit (em modo de visualização de cockpit). Pode desativar esta opção para ter uma melhor visão dos instrumentos da aeronave. Esta opção está automaticamente desativada quando a qualidade das texturas está abaixo de Elevado.";"Kokpitte pilotu göster Bu seçeneği, uçağın aletlerini daha iyi görmek için devre dışı bırakabilirsin. Bu özellik, doku kalitesi Yüksek seviyenin altında ayarlandığında otomatik olarak devre dışı bırakılır.";"Zobrazení pilota v kokpitu. Vypnutím této možnosti získáte lepší výhled na přístroje letadla. Tato možnost je automaticky vypnutá, pokud je kvalita textur nastavena na nižší než ""Vysokou""";"Εμφάνιση πιλότου σε πιλοτήριο (σε προβολή πιλοτηρίου). Μπορείτε να απενεργοποιήσετε αυτή την επιλογή για να έχετε καλύτερη εικόνα των οργάνων του αεροσκάφους. Αυτή η επιλογή απενεργοποιείται αυτόματα όταν η Ποιότητα Υφής έχει οριστεί κάτω από «Υψηλή».";"Menampilkan pilot di kokpit (dalam tampilan kokpit). Kamu bisa menonaktifkan opsi ini untuk mendapatkan tampilan yang lebih baik dari instrumen pesawat. Opsi ini akan dinonaktifkan secara otomatis jika Kualitas Tekstur diatur di bawah 'Tinggi'.";"แสดงนักบินในห้องนักบิน (เมื่ออยู่ในมุมมองห้องนักบิน) คุณสามารถปิดตัวเลือกนี้เพื่อให้มองเห็นอุปกรณ์ต่างๆ ของอากาศยานได้ดีขึ้น ตัวเลือกนี้จะปิดโดยอัตโนมัติเมื่อปรับคุณภาพพื้นผิวต่ำกว่าระดับ ""สูง""";"조종석 시점에서 조종사의 몸을 볼 수 있게 됩니다. 항공기의 계기를 더 잘 보이게 하기 위해 이 기능을 끌 수 있습니다. 이 설정은 텍스쳐 품질이 높음보다 낮을 때는 자동으로 꺼집니다.";"座\t舱\t视\t角\t显\t示\t飞\t行\t员。\t禁\t用\t该\t选\t项\t可\t以\t更\t容\t易\t地\t查\t看\t机\t载\t设\t备。\t当\t“纹\t理\t质\t量”\t一\t项\t低\t于\t“高”\t时，\t该\t设\t置\t自\t动\t禁\t用。";"コックピットの\tパイロットの\t表示を\t切り\t替えます(コックピットビューにおいて)。\t
この\tオプションを\t無効にすると、\t航空機の\t装備がよく\t見えます。";"座\t艙\t視\t角\t顯\t示\t飛\t行\t員。\t禁\t用\t該\t選\t項\t可\t以\t更\t容\t易\t地\t查\t看\t機\t載\t設\t備。\t當\t“紋\t理\t質\t量”\t一\t項\t低\t於\t“高”\t時，\t該\t設\t置\t自\t動\t禁\t用。";;
"options/radio_messages_voice";"Radio Messages Voice";"Voix des messages radio";"Voce Messaggi Radio";"Stimme für Funknachrichten";"Voz de los Mensajes de Radio";"Голос радиосообщений";"Голос радіоповідомлень";"Głos komunikatów radiowych";"Voz das mensagens rádio";"Telsiz Mesajı Sesi";"Hlas vysílačky";"Φωνή μηνυμάτων ασυρμάτου";"Suara Pesan Radio";"เสียงพูดข้อความวิทยุ";"라디오 메시지 음성";"无\t线\t电\t通\t讯\t语\t音";"無線\tメッセージの\t声";"無\t線\t電\t訊\t息\t語\t音";;
"options/radio_messages_voice/voice1";"Male 1";"Homme 1";"Maschile 1";"Männlich 1";"Masculino 1";"Мужской 1";"Чоловічий 1";"Męski 1";"Masculina 1";"Erkek 1";"Muž 1";"Αντρική 1";"Laki-laki 1";"ชาย 1";"남성 1";"男\t声 1";"男\t1";"男\t聲 1";11;
"options/radio_messages_voice/voice2";"Male 2";"Homme 2";"Maschile 2";"Männlich 2";"Masculino 2";"Мужской 2";"Чоловічий 2";"Męski 2";"Masculina 2";"Erkek 2";"Muž 2";"Αντρική 2";"Laki-laki 2";"ชาย 2";"남성 2";"男\t声 2";"男\t2";"男\t聲 2";11;
"options/radio_messages_voice/voice3";"Male 3";"Homme 3";"Maschile 3";"Männlich 3";"Masculino 3";"Мужской 3";"Чоловічий 3";"Męski 3";"Masculina 3";"Erkek 3";"Muž 3";"Αντρική 3";"Laki-laki 3";"ชาย 3";"남성 3";"男\t声 3";"男\t3";"男\t聲 3";11;
"options/radio_messages_voice/voice4";"Female";"Femme";"Femminile";"Weiblich";"Femenino";"Женский";"Жіночий";"Żeński";"Feminina";"Kadın";"Žena";"Γυναικεία";"Perempuan";"หญิง";"여성";"女\t声";"女";"女\t聲";11;
"options/hud_color";"Nameplates colour";"Couleur des noms de joueurs";"Colore targhette";"Farbe von Spielernamen";"Color de la interfaz";"Цвет индикаторов";"Колір індикаторів";"Kolor podpisów";"Cor das placas de identificação";"İsimlik rengi";"Barva jmenovek";"Χρώμα πινακίδων";"Warna papan nama";"สีป้ายชื่อ";"식별표지 색상";"抬\t头\t显\t示\t色\t调";"HUDの\t色";"抬\t頭\t顯\t示\t顏\t色";;
"options/clearIt";"Clear";"Annuler";"Cancella";"Löschen";"Borrar";"Очистить";"Очистити";"Wyczyść";"Limpar";"Boş";"Clear";"Εκκαθάριση";"Hapus";"ล้าง";"제거";"清\t除";"クリア";"清\t除";;
"guiHints/hudIndicators";"Enable/disable indicators of throttle, speed, altitude, etc. in the upper left corner of the screen.";"Activer/désactiver les indicateurs d'accélération, de vitesse, d'altitude, etc., dans le coin supérieur gauche de l'écran.";"Attiva/disattiva gli indicatori di manetta, velocità, altitudine, ecc., in alto a sinistra dello schermo.";"Indikatoren für Schub, Geschwindigkeit, Höhe, etc. in der oberen linken Bildschirmecke aktiveren/deaktivieren.";"Activar/desactivar los indicadores de aceleración, velocidad, altitud, etc. en la esquina superior izquierda de la pantalla.";"Включить/отключить индикаторы скорости, мощности двигателя, высоты и т.д. в левом верхнем углу экрана.";"Включити/відключити індикатори швидкості, потужності двигуна, висоти і т. д. в лівому верхньому кутку екрану.";"Włącza/wyłącza wyświetlanie wskaźników ustawienia przepustnicy,paliwa, prędkości, wysokości itd. w lewym górnym rogu ekranu.";"Ativar/desativar indicadores de regulador de pressão, velocidade, altitude, etc. no canto superior esquerdo da tela.";"Ekranın sol üst köşesindeki gaz, hız, irtifa vs. belirteçlerini aç/kapa.";"Zapnout / vypnout ukazatele plynu, rychlosti, výšky apod. v levém horním rohu obrazovky";"Ενεργοποιήστε/Απενεργοποιήστε τις ενδείξεις γκαζιού, ταχύτητας, υψομέτρου κ.λπ. στην επάνω αριστερή γωνία της οθόνης.";"Aktifkan/nonaktifkan indikator tuas gas, kecepatan, ketinggian, dll. di sudut kiri atas layar.";"เปิดใช้/ปิดใช้ตัวระบุการเร่ง, ความเร็ว, ระดับความสูง, ฯลฯ ที่มุมซ้ายบนของหน้าจอ";"좌측 상단에 스로틀, 고도 등등을 켜거나 끕니다.";"启\t用\t／\t禁\t用\t屏\t幕\t左\t上\t角\t的\t油\t门、\t速\t度\t和\t高\t度\t值\t等\t参\t数。";"画面の\t左上隅の\tスロットル、\tスピード、\t高度などの\tインジケーターを\t有効化/無効化。";"啟\t用\t／\t禁\t用\t螢\t幕\t左\t上\t角\t的\t油\t門、\t速\t度\t和\t高\t度\t等\t參\t數。";;
"measureUnits/kmh";"km/h";"km/h";"km/h";"km/h";"km/h";"км/ч";"км/год";"km/h";"km/h";"km/sa";"km/h";"km/h";"km/jam";"กม./ชม.";"km/h";"千\t米\t/\t小\t时";"km/h";"公\t里\t/\t小\t時";;
"measureUnits/mph";"mph";"mph";"mph";"mph";"mph";"миль/ч";"миль/год";"mph";"mph";"mil/sa";"m/h";"mph";"mpj";"ไมล์/ชม.";"mph";"英\t里\t/\t小\t时";"mph";"英\t里\t/\t小\t時";;
"measureUnits/kt";"kt";"kt";"kt";"kt";"kt";"уз";"вуз";"węzły";"kt";"kt";"kt";"kt";"kt";"นอต";"kt";"节";"kt";"節";;
"measureUnits/machNumber";"M";"M";"M";"M";"M";"М";"M";"Ma";"M";"M";"M";"M";"M";"มัค";"M";"马\t赫\t数";"M";"馬\t赫\t數";;
"measureUnits/meters_alt";"m";"m";"m";"m";"m";"м";"м";"m";"m";"m";"m";"m";"m";"ม.";"m";"米";"m";"公\t尺";;
"measureUnits/feet_alt";"ft";"ft";"ft";"ft";"pies";"фут";"фут";"ft";"ft";"ft";"ft";"ft";"ft";"ฟุต";"ft";"英\t尺";"ft";"英\t呎";;
"measureUnits/km_dist";"km";"km";"km";"km";"km";"км";"км";"km";"km";"km";"km";"km";"km";"กม.";"km";"千\t米";"km";"公\t里";;
"measureUnits/feet_dist";"ft";"ft";"ft";"ft";"pies";"фут";"фут";"ft";"ft";"ft";"ft";"ft";"ft";"ฟุต";"ft";"英\t尺";"ft";"英\t呎";;
"measureUnits/mile_dist";"mi";"mi";"mi";"mi";"millas";"миль";"миль";"mi";"mi";"mi";"mi";"mi";"mi";"ไมล์";"mile";"英\t里";"mi";"英\t里";;
"measureUnits/yard_dist";"yd";"yd";"yd";"yd";"yd";"ярд";"ярд";"yd";"yd";"yd";"yd";"yd";"yd";"หลา";"야드";"码";"ヤード";"碼";;
"measureUnits/days";"d";"d";"g";"d";"d";"д.";"д.";"d";"d";"g";"d";"d";"h";"วัน";"일";" 天";"日";"天";;
"measureUnits/hours";"h";"h";"h";"h";"h";"ч.";"г.";"g";"h";"sa";"h";"h";"j";"ชม.";"시간";" 小\t时";"時";"小\t時";;
"measureUnits/minutes";"m";"m";"m";"m";"m";"м.";"хв.";"m";"min";"dk";"m";"m";"m";"ม.";"분";" 分";"分";"分";;
"measureUnits/seconds";"s";"s";"sec.";"s";"seg";"с";"сек.";"s";"s";"sn";"s";"s";"dtk";"วิ";"초";"秒";"秒";"秒";;
"measureUnits/milliseconds";"ms";"ms";"ms";"ms";"ms";"мс";"мс";"ms";"ms";"ms";"ms";"ms";"mdtk";"ms";"ms";"毫\t秒";"ms";"毫\t秒";;
"measureUnits/metersPerSecond_climbSpeed";"m/s";"m/s";"m/s";"m/sek";"m/s";"м/с";"м/с";"m/s";"m/s";"m/sn";"m/s";"m/s";"m/dtk";"ม./วิ";"m/s";"米\t/\t秒";"m/秒";"公\t尺\t/\t秒";;
"measureUnits/feetPerMinute_climbSpeed";"ft/min";"ft/min";"ft/min";"ft/min";"pies/min";"фут/мин";"фут/хв";"ft/min";"ft/min";"ft/dk";"ft/min";"ft/min";"ft/mnt";"ฟุต/นาที";"ft/분";"英\t尺\t/\t分";"ft/分";"英\t呎\t/\t分";;
"measureUnits/celsius_temperature";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";"°C";;
"measureUnits/fahrenheit_temperature";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";"°F";;
"measureUnits/kgPerSec";"kg/s";"kg/s";"kg/s";"kg/sek";"kg/s";"кг/с";"кг/с";"kg/s";"kg/s";"kg/s";"kg/s";"kg/s";"kg/dtk";"กก./วิ";"kg/s";"千\t克\t/\t秒";"kg/秒";"公\t斤\t/\t秒";;
"measureUnits/deg_per_sec";"°/s";"°/s";"gradi/sec";"°/s";"grados/seg";"°/с";"°/сек";"°/s";"grau/sec";"°/s";"°/s";"°/s";"°/dtk";"°/วิ";"°/초";" 度\t/\t秒";"°/秒";" 度\t/\t秒";;
"measureUnits/deg";"°";"°";"gradi";"°";"°";"°";"°";"°";"grau";"°";"°";"°";"°";"°";"°";" 度";"°";" 度";;
"measureUnits/degMinutes";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"ʹ";"'";"'";"ʹ";"ʹ";"ʹ";"ʹ";;
"measureUnits/degSeconds";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";"""";"ʺ";"ʺ";"ʺ";"ʺ";"ʺ";;
"measureUnits/rpm";"rpm";"tr/min";"giri/min";"U/Min";"rpm";"об/мин";"об/хв";"obr. / min";"rpm";"rpm";"ot/min";"rpm";"rpm";"rpm";"RPM";"转";"rpm";"轉";;
"measureUnits/kg_per_sq_meters";"kg/m²";"kg/m²";"kg/m²";"kg/m²";"kg/m²";"кг/м²";"кг/м²";"kg/m²";"kg/m²";"kg/m²";"kg/m²";"kg/m²";"kg/m²";"กก./ตร.ม.";"kg/m²";"千\t克\t/\t平\t方\t米";"kg/m²";"公\t斤\t/\t平\t方\t公\t尺";;
"measureUnits/lb_per_sq_feet";"lb/ft²";"lb/ft²";"lb/ft²";"lb/ft²";"lb/ft²";"фунт/фут²";"фунт/фут²";"lb/ft²";"lb/ft²";"lb/ft²";"lb/ft²";"lb/ft²";"lb/ft²";"ปอนด์/ตารางฟุต";"lb/ft²";"磅\t/\t平\t方\t英\t尺";"lb/ft²";"磅\t/\t平\t方\t英\t呎";;
"measureUnits/hp_per_ton";"hp/t";"ch/t";"hp/t";"hp/t";"hp/t";"л.с./т";"к.с./т";"KM/t";"hp/t";"hp/t";"k/t";"hp/t";"hp/t";"แรงม้า/ตัน";"hp/lb";"马\t力\t/\t吨";"hp/t";"馬\t力\t/\t噸";;
"measureUnits/hp_per_kg";"hp/kg";"hp/kg";"hp/kg";"PS/kg";"hp/kg";"л.с./кг";"к.с./кг";"KM/kg";"hp/kg";"hp/kg";"hp/kg";"hp/kg";"hp/kg";"แรงม้า/กก.";"hp/kg";"马\t力\t/\t千\t克";"hp/kg";"馬\t力\t/\t公\t斤";;
"measureUnits/hp_per_lb";"hp/lb";"hp/lb";"hp/lb";"PS/lb";"hp/lb";"л.с./фунт";"к.с./фунт";"KM/lb";"hp/lb";"hp/lb";"hp/lb";"hp/lb";"hp/lb";"แรงม้า/ปอนด์";"hp/lb";"马\t力\t/\t磅";"hp/lb";"馬\t力\t/\t磅";;
"measureUnits/mm";"mm";"mm";"mm";"mm";"mm";"мм";"мм";"mm";"mm";"mm";"mm";"mm";"mm";"มม.";"mm";"毫\t米";"mm";"公\t釐";;
"measureUnits/gr";"g";"g";"g";"g";"g";"г";"г";"g";"g";"g";"g";"g";"g";"กรัม";"g";"克";"G";"克";;
"measureUnits/kg";"kg";"kg";"kg";"kg";"kg";"кг";"кг";"kg";"Kg";"kg";"kg";"kg";"kg";"กก.";"kg";"千\t克";"kg";"公\t斤";;
"measureUnits/lbs";"lbs";"lbs";"lb";"lbs";"lbs";"фнт";"ф.";"lb";"lbs";"libre";"liber";"lbs";"pon";"ปอนด์";"lbs";"磅";"ポンド";"磅";;
"measureUnits/ton";"t";"t";"t";"t";"t";"т";"т";"t";"t";"t";"t";"t";"t";"ตัน";"톤";"吨";"トン";"噸";;
"measureUnits/hp";"hp";"cv";"HP";"PS";"HP";"л. с.";"к.с.";"KM";"hp";"hp";"hp";"hp";"hp";"แรงม้า";"마력";"马\t力";"hp";"馬\t力";;
"measureUnits/H";"N";"N";"N";"N";"N";"Н";"Н";"N";"N";"N";"N";"N";"N";"N";"N";"牛";"N";"N";;
"measureUnits/gForce";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"กรัม";"G";"G";"g";"G";;
"measureUnits/percent";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";"%";;
"measureUnits/pcs";"pcs";"pcs";"pz";"pcs";"pzas";"шт.";"шт.";"sztuki";"pcs";"pcs";"pcs";"pcs";"bh";"ชิ้น";"pcs";"份";"発";"份";;
"measureUnits/rank";"rank";"rang";"era";"Rang";"rango";"ранг";"ранг";"era";"nível";"seviye";"úroveň";"κλάση";"rank";"ระดับ";"랭크";"等\t级";"ランク";"階\t級";;
"measureUnits/rounds_per_min";"rounds/min";"coups/min";"colpi/min";"Schuss/Min";"rondas/min";"выстр./мин";"постр./хв";"pociski/min";"munições/min";"mermi/dakika";"rounds/min";"φυσίγγια/min";"round/mnt";"รอบ/นาที";"발/분";"发\t/\t分";"発/分";"發\t/\t分";;
"measureUnits/kilojoule";"kJ";"kJ";"kJ";"kJ";"kJ";"кДж";"кДж";"kJ";"kJ";"kJ";"kJ";"kJ";"kJ";"กิโลจูล";"kJ";"千\t焦";"kJ";"千\t焦\t耳";;
"measureUnits/full/years";"{n} {n=year/years}";"{n} {n=année/années}";"{n} {n=anno/anni}";"{n} {n=Jahr/Jahre}";"{n} {n=año/años}";"{n} {n=год/года/лет}";"{n} {n=рік/року/років}";"{n} {n=rok/lata/lat}";"{n} {n=ano/anos}";"{n} {n=yıl/yıllar}";"{n} {n=year/years}";"{n} {n=έτος/έτη}";"{n} {n=tahun}";"{n} {n=ปี}";"{n} {n=년}";"{n} {n=\t年}";"{n} {n=年}";"{n} {n=\t年}";;
"measureUnits/full/months";"{n} {n=month/months}";"{n} {n=mois/mois}";"{n} {n=mese/mesi}";"{n} {n=Monat/Monate}";"{n} {n=mes/meses}";"{n} {n=месяц/месяца/месяцев}";"{n} {n=місяць/місяці/місяців}";"{n} {n=miesiąc/miesiące/miesięcy}";"{n} {n=mês/meses}";"{n} {n=ay/aylar}";"{n} {n=month/months}";"{n} {n=μήνας/μήνες}";"{n} {n=bulan}";"{n} {n=เดือน}";"{n} {n=월}";"{n} {n=\t月}";"{n} {n 月/月}";"{n} {n=\t月}";;
"measureUnits/full/days";"{n} {n=day/days}";"{n} {n=jour/jours}";"{n} {n=giorno/giorni}";"{n} {n=Tag/Tage}";"{n} {n=día/dias}";"{n} {n=день/дня/дней}";"{n} {n=день/дня/днів}";"{n} {n=dzień/dni/dni}";"{n} {n=dia/dias}";"{n} {n=gün/günler}";"{n} {n=day/days}";"{n} {n=ημέρα/ημέρες}";"{n} {n=hari}";"{n} {n=วัน}";"{n} {n=일/일}";"{n} {n=\t日}";"{n} {n=日}";"{n} {n=\t日}";;
"measureUnits/full/hours";"{n} {n=hour/hours}";"{n} {n=heure/heures}";"{n} {n=ora/ore}";"{n} {n=Stunde/Stunden}";"{n} {n=hora/horas}";"{n} {n=час/часа/часов}";"{n} {n=годину/години/годин}";"{n} {n=godzina/godziny/godzin}";"{n} {n=hora/horas}";"{n} {n=saat/saatler}";"{n} {n=hour/hours}";"{n} {n=ώρα/ώρες}";"{n} {n=jam}";"{n} {n=ชั่วโมง}";"{n} {n=시간}";"{n} {n=\t时}";"{n} {n=時間}";"{n} {n=\t時}";;
"measureUnits/full/minutes";"{n} {n=minute/minutes}";"{n} {n=minute/minutes}";"{n} {n=minuto/minuti}";"{n} {n=Minute/Minuten}";"{n} {n=minuto/minutos}";"{n} {n=минута/минуты/минут}";"{n} {n=хвилина/хвилини/хвилин}";"{n} {n=minuta/minuty/minut}";"{n} {n=minuto/minutos}";"{n} {n=dakika/dakikalar}";"{n} {n=minute/minutes}";"{n} {n=λεπτό/λεπτά}";"{n} {n=menit}";"{n} {n=นาที}";"{n} {n=분}";"{n} {n=\t分}";"{n} {n=分}";"{n} {n=\t分}";;
"measureUnits/full/seconds";"{n} {n=second/seconds}";"{n} {n=seconde/secondes}";"{n} {n=secondo/secondi}";"{n} {n=Sekunde/Sekunden}";"{n} {n=segundo/segundos}";"{n} {n=секунда/секунды/секунд}";"{n} {n=секунда/секунди/секунд}";"{n} {n=sekunda/sekundy/sekund}";"{n} {n=segundo/segundos}";"{n} {n=saniye/saniyeler}";"{n} {n=second/seconds}";"{n} {n=δευτερόλεπτο/δευτερόλεπτα}";"{n} {n=detik}";"{n} {n=วินาที}";"{n} {n=초}";"{n} {n=\t秒}";"{n} {n=秒}";"{n} {n=\t秒}";;
"measureUnits/full/ton";"{n} {n=ton/tons}";"{n} {n=tonne/tonnes}";"{n} {n=tonnellata/tonnellate}";"{n} {n=Tonne/Tonnen}";"{n} {n=tonelada/toneladas}";"{n} {n=тонна/тонны/тонн}";"{n} {n=тонна/тонни/тонн}";"{n} {n=tona/tony/ton}";"{n} {n=ton/tons}";"{n} {n=ton/ton}";"{n} {n=tuna/tuny/tun}";"{n} {n=τόνος/τόνοι}";"{n} {n=ton}";"{n} {n=ตัน}";"{n} {n=톤}";"{n} {n=\t吨}";"{n} {n=トン}";"{n} {n=\t噸}";;
"measureUnits/perMinute";"/min";"/min";"/min";"/min";"/min";"/мин";"/хв";"/min";"/min";"/min";"/min";"/min";"/mnt";"/นาที";"/분";"/\t分";"/分";"/\t分";"for general cases like currency";
"measureUnits/damagePerSecond";"dps";"dps";"dps";"Schaden/Sek.";"dps";"увс";"пвс";"dps";"dps";"dps";"dps";"dps";"dps";"dps";"dps";"点\t伤\t害\t/\t秒";"dps";"點\t傷\t害\t/\t秒";;
"measureUnits/damage";"dmg";"dgt";"dmg";"Schaden";"dmg";"урон";"пошк";"uszk.";"dmg";"hsr";"dmg";"dmg";"dmg";"dmg";"데미지";"点\t伤\t害";"ダメージ";"點\t傷\t害";;"max 5 chars"
"options/mouse_aim";"Cursor";"Curseur";"Cursore";"Cursor";"Cursor";"Курсор";"Курсор";"Kursor";"Cursor";"İmleç";"Kurzor";"Κέρσορας";"Kursor";"เคอร์เซอร์";"커서";"瞄\t准\t环";"カーソル";"游\t標";;
