"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"coop/Bot28";"Igor";"Igor";"Igor";"Igor";"Igor";"Igor";"Ігор";"Igor";"Igor";"İgor";"Igor";"Igor";"Igor";"Igor";"이고르";"伊\t格\t尔";"イゴール";"伊\t格\t爾";;
"coop/Bot29";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Джованні";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"지오반니";"乔\t万\t尼";"ジョバンニ";"喬\t萬\t尼";;
"coop/Bot30";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"Маріо";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"마리오";"马\t里\t奥";"マリオ";"馬\t里\t奧";;
"coop/Bot31";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Луїджі";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"루이지";"路\t易\t吉";"ルイジ";"路\t易\t吉";;
"coop/Bot32";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"Еріх";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"에리히";"埃\t里\t希";"エーリヒ";"埃\t裡\t希";;
"coop/Bot33";"Abelard";"Abelard";"Abelard";"Abelard";"Abelardo";"Abelard";"Абелар";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"아벨라르";"阿\t伯\t拉\t德";"アベラール";"阿\t伯\t拉\t德";;
"coop/Bot34";"Ada";"Ada";"Ada";"Ada";"Ada";"Ada";"Ада";"Ada";"Ada";"Ada";"Ada";"Ada";"Ada";"Ada";"에이다";"艾\t达";"エイダ";"艾\t達";;
"coop/Bot35";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Адалар";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"아달하르트";"阿\t达\t尔\t哈\t特";"アーダルハルト";"阿\t達\t爾\t哈\t特";;
"coop/Bot36";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Адельмар";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"아달마르";"阿\t达\t尔\t马";"アダルマール";"阿\t達\t爾\t馬";;
"coop/Bot37";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Адальвульф";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"아달불프";"阿\t达\t尔\t沃\t尔\t夫";"アダルウォルフ";"阿\t達\t爾\t沃\t爾\t夫";;
"coop/Bot38";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Агнета";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"아그네테";"阿\t格\t内\t特";"アグネッタ";"阿\t格\t內\t特";;
"coop/Bot39";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Альбрехт";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"알브레흐트";"阿\t尔\t布\t雷\t西\t特";"アルブレヒト";"阿\t爾\t佈\t雷\t西\t特";;
"coop/Bot40";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Альдо";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"알도";"奥\t尔\t多";"アルド";"奧\t爾\t多";;
"coop/Bot41";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Альдріх";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"알드리히";"奥\t德\t里\t奇";"アルドリッチ";"奧\t德\t里\t奇";;
"coop/Bot42";"Alf";"Alf";"Alf";"Alf";"Alf";"Alf";"Альф";"Alf";"Alf";"Alf";"Alf";"Alf";"Alf";"Alf";"알프";"阿\t尔\t夫";"アルフ";"阿\t爾\t夫";;
"coop/Bot43";"Alfons";"Alfons";"Alfons";"Alfons";"Alfonso";"Alfons";"Альфонс";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"알폰스";"阿\t尔\t方\t斯";"アルフォンス";"阿\t爾\t方\t斯";;
"coop/Bot44";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Альмеріх";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"알메리히";"阿\t尔\t梅\t利\t希";"アルメリック";"阿\t爾\t梅\t利\t希";;
"coop/Bot45";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Альріх";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"알리히";"阿\t尔\t利\t希";"アルドリッチ";"阿\t爾\t利\t希";;
"coop/Bot46";"Altman";"Altman";"Altman";"Altman";"Altman";"Altman";"Альтман";"Altman";"Altman";"Altman";"Altman";"Altman";"Altman";"Altman";"알트만";"阿\t尔\t特\t曼";"アルトマン";"阿\t爾\t特\t曼";;
"coop/Bot47";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Амальріх";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"아말리히";"阿\t玛\t尔\t利\t希";"アマルリック";"阿\t瑪\t爾\t利\t希";;
"coop/Bot48";"Anke";"Anke";"Anke";"Anke";"Anke";"Anke";"Анке";"Anke";"Anke";"Anke";"Anke";"Anke";"Anke";"Anke";"안케";"安\t克";"アンケ";"安\t克";;
"coop/Bot49";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anselmo";"Anshelm";"Ансхельм";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"안셸름";"安\t斯\t赫\t尔\t姆";"アンセルムス";"安\t斯\t赫\t爾\t姆";;
"coop/Bot50";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Арнвальд";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"아른발트";"阿\t恩\t斯\t瓦\t尔\t德";"アーンウォルド";"阿\t恩\t斯\t瓦\t爾\t德";;
"coop/Bot51";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Бардавульф";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"바르다불프";"巴\t尔\t达\t沃\t尔\t夫";"ボードウルフ";"巴\t爾\t達\t沃\t爾\t夫";;
"coop/Bot52";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Бератрабен";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"베라흐트라벤";"贝\t拉\t特\t拉\t本";"ベビーラフトラベン";"貝\t拉\t特\t拉\t本";;
"coop/Bot53";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Бертрам";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"베르트람";"伯\t特\t伦";"ベルトラム";"伯\t特\t倫";;
"coop/Bot54";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Бернхардт";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"베른하르트";"伯\t恩\t哈\t特";"ベルンハルト";"伯\t恩\t哈\t特";;
"coop/Bot55";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Бертольд";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"베르톨트";"贝\t特\t霍\t尔\t德";"ベルトルド";"貝\t特\t霍\t爾\t德";;
"coop/Bot56";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Буркхард";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"부르크하르트";"布\t克\t哈\t德";"ブルクハルト";"布\t克\t哈\t德";;
"coop/Bot57";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Дідріх";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"데드리히";"德\t德\t里\t希";"ディードリッヒ";"德\t德\t里\t希";;
"coop/Bot58";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Дітмар";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"디트마르";"迪\t特\t马\t尔";"ディトマー";"迪\t特\t瑪\t律";;
"coop/Bot59";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Дітріх";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"디트리히";"迪\t特\t里\t希";"ディートリッヒ";"迪\t特\t裡\t希";;
"coop/Bot60";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Дірк";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"디르크";"迪\t尔\t克";"ディルク";"迪\t爾\t克";;
"coop/Bot61";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Еберхард";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"에버하르트";"埃\t伯\t哈\t德";"エバーハルト";"埃\t伯\t哈\t德";;
"coop/Bot62";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Екхард";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"에흐하르트";"埃\t希\t哈\t特";"エックハルト";"埃\t希\t哈\t特";;
"coop/Bot63";"Eduard";"Eduard";"Eduard";"Eduard";"Eduardo";"Eduard";"Едуард";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"에두아르트";"爱\t德\t华";"エドワード";"愛\t德\t華";;
"coop/Bot64";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Еммеріх";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"에머리히";"埃\t梅\t里\t希";"エメリッヒ";"埃\t梅\t裡\t希";;
"coop/Bot65";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Енгельберт";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"엥겔베르트";"恩\t格\t尔\t贝\t特";"エンゲルベルト";"恩\t格\t爾\t貝\t特";;
"coop/Bot66";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Ердман";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"에르트만";"埃\t德\t曼";"エルトマン";"埃\t德\t曼";;
"coop/Bot67";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Ерхард";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"에르하르트";"埃\t哈\t德";"エアハルト";"埃\t哈\t德";;
"coop/Bot68";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Ервін";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"에르빈";"埃\t尔\t温";"アーウェン";"埃\t爾\t溫";;
"coop/Bot69";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Фрідхельм";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"프리드헬름";"弗\t里\t德\t黑\t尔\t姆";"フリードヘルム";"弗\t裡\t德\t黑\t爾\t姆";;
"coop/Bot70";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Фрідріх";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"프리드리히";"弗\t里\t德\t里\t希";"フリードリヒ";"弗\t裡\t德\t里\t希";;
"coop/Bot71";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Фрітц";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"프리츠";"弗\t里\t茨";"フリッツ";"弗\t裡\t茨";;
"coop/Bot72";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Гамхард";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"감하르트";"加\t姆\t哈\t德";"ガムハルト";"加\t姆\t哈\t德";;
"coop/Bot73";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Гауфрід";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"가우프리트";"高\t弗\t里\t德";"ガウフリート";"高\t弗\t裡\t德";;
"coop/Bot74";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Гебберт";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"게베르트";"格\t贝\t尔\t特";"ゲバート";"格\t貝\t爾\t特";;
"coop/Bot75";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Герхардт";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"게르하르트";"格\t尔\t哈\t特";"ゲールハルト";"格\t爾\t哈\t特";;
"coop/Bot76";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Герріт";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"게리트";"格\t里\t特";"ゲリット";"格\t裡\t特";;
"coop/Bot77";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Гертрауд";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"게르트라우트";"格\t尔\t特\t劳\t德";"ゲルトラウト";"格\t爾\t特\t勞\t德";;
"coop/Bot78";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Гервульф";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"게르불프";"格\t尔\t沃\t尔\t夫";"ゲルブルプ";"格\t爾\t沃\t爾\t夫";;
"coop/Bot79";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Гісфрід";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"기스프리트";"吉\t斯\t弗\t里\t德";"ガルフリッド";"吉\t斯\t弗\t裡\t德";;
"coop/Bot80";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Годфрід";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"고트프리트";"戈\t特\t弗\t里\t德";"ゴットフリート";"戈\t特\t弗\t裡\t德";;
"coop/Bot81";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Готхард";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"고트하르트";"戈\t特\t哈\t德";"ゴットハルト";"戈\t特\t哈\t德";;
"coop/Bot82";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Готліб";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"고틀리프";"戈\t特\t里\t布";"ゴットリーブ";"戈\t特\t裡\t布";;
"coop/Bot83";"Gottshalk";"Gottshalk";"Gottshalk";"Gottshalk";"Gottshalk";"Gottshalk";"Гоцхалк";"Gottshalk";"Gottshalk";"Gottshalk";"Gottshalk";"Gottshalk";"Gottshalk";"Gottshalk";"고트샬크";"戈\t特\t沙\t尔\t克";"ゴットシャルク";"戈\t特\t沙\t爾\t克";;
"coop/Bot84";"Gotz";"Gotz";"Gotz";"Gotz";"Gotz";"Gotz";"Гец";"Gotz";"Gotz";"Gotz";"Gotz";"Gotz";"Gotz";"Gotz";"고츠";"格\t茨";"ゲッツ";"格\t茨";;
"coop/Bot85";"Griselda";"Griselda";"Griselda";"Griselda";"Griselda";"Griselda";"Гризельда";"Griselda";"Griselda";"Griselda";"Griselda";"Griselda";"Griselda";"Griselda";"그리젤다";"格\t里\t瑟\t尔\t达";"グリゼルダ";"格\t裡\t瑟\t爾\t達";;
"coop/Bot86";"Hamprecht";"Hamprecht";"Hamprecht";"Hamprecht";"Hamprecht";"Hamprecht";"Хампрехт";"Hamprecht";"Hamprecht";"Hamprecht";"Hamprecht";"Hamprecht";"Hamprecht";"Hamprecht";"함프레흐트";"汉\t普\t雷\t西\t特";"ハムプレックス";"漢\t普\t雷\t西\t特";;
"coop/Bot87";"Hans";"Hans";"Hans";"Hans";"Hans";"Hans";"Ганс";"Hans";"Hans";"Hans";"Hans";"Hans";"Hans";"Hans";"한스";"汉\t斯";"ハンス";"漢\t斯";;
"coop/Bot88";"Harald";"Harald";"Harald";"Harald";"Harald";"Harald";"Харальд";"Harald";"Harald";"Harald";"Harald";"Harald";"Harald";"Harald";"하랄드";"哈\t拉\t尔\t德";"ハラルド";"哈\t拉\t爾\t德";;
"coop/Bot89";"Hartmann";"Hartmann";"Hartmann";"Hartmann";"Hartmann";"Hartmann";"Хартман";"Hartmann";"Hartmann";"Hartmann";"Hartmann";"Hartmann";"Hartmann";"Hartmann";"하르트만";"哈\t特\t曼";"ハルトマン";"哈\t特\t曼";;
"coop/Bot90";"Hartwig";"Hartwig";"Hartwig";"Hartwig";"Hartwig";"Hartwig";"Хартвіг";"Hartwig";"Hartwig";"Hartwig";"Hartwig";"Hartwig";"Hartwig";"Hartwig";"하르트비히";"哈\t特\t维\t希";"ハートウィグ";"哈\t特\t維\t希";;
"coop/Bot91";"Heilgar";"Heilgar";"Heilgar";"Heilgar";"Heilgar";"Heilgar";"Хайльгар";"Heilgar";"Heilgar";"Heilgar";"Heilgar";"Heilgar";"Heilgar";"Heilgar";"하일가르";"海\t尔\t加";"ハイルガー";"海\t爾\t加";;
"coop/Bot92";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Хаймбрехт";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Heimbrecht";"Heimbrecht";"하임브레흐트";"海\t姆\t布\t雷\t希\t特";"ヘイメブレックス";"海\t姆\t佈\t雷\t希\t特";;
"coop/Bot93";"Heimerich";"Heimerich";"Heimerich";"Heimerich";"Heimerich";"Heimerich";"Хаймеріх";"Heimerich";"Heimerich";"Heimerich";"Heimerich";"Heimerich";"Heimerich";"Heimerich";"하이머리히";"海\t梅\t里\t希";"ヘイメリッヒ";"海\t梅\t裡\t希";;
"coop/Bot94";"Helmuth";"Helmuth";"Helmuth";"Helmuth";"Helmuth";"Helmuth";"Гельмунт";"Helmuth";"Helmuth";"Helmuth";"Helmut";"Helmuth";"Helmuth";"Helmuth";"헬무트";"赫\t尔\t穆\t特";"ヘルムート";"赫\t爾\t穆\t特";;
"coop/Bot95";"Hrodgar";"Hrodgar";"Hrodgar";"Hrodgar";"Hrodgar";"Hrodgar";"Хротгар";"Hrodgar";"Hrodgar";"Hrodgar";"Hrodgar";"Hrodgar";"Hrodgar";"Hrodgar";"흐로트가르";"赫\t罗\t德\t加";"フロッガー";"赫\t羅\t德\t加";;
"coop/Bot96";"Hrodrick";"Hrodrick";"Hrodrick";"Hrodrick";"Hrodrick";"Hrodrick";"Хродрік";"Hrodrick";"Hrodrick";"Hrodrick";"Hrodrick";"Hrodrick";"Hrodrick";"Hrodrick";"흐로트리크";"赫\t罗\t德\t里\t克";"フリッグ";"赫\t羅\t德\t里\t克";;
