"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"subscription/activeTime";"Active days remaining";"Jours actifs restants";"Giorni attivi rimanenti";"Dein Premium-Konto ist noch aktiv für";"Días activos restantes";"Будет активно ещё";"Буде активно ще";"Liczba pozostałych aktywnych dni";"Dias ativos restantes";"Kalan aktif gün";"Zbývající aktivní dny";"Ενεργές ημέρες που απομένουν";"Sisa hari aktif";"จำนวนวันคงเหลือ";"남은 일수";"高\t级\t账\t号\t有\t效\t期";"残りの\t日数";"高\t級\t帳\t號\t有\t效\t期\t限";;
"subscription/renew";"You can activate or renew your subscription for";"Vous pouvez activer ou renouveler votre abonnement pour";"Puoi attivare o rinnovare l'iscrizione per";"Aktiviere oder erneuere dein Premium-Konto für";"Puedes activar o renovar tu subscripción por";"Вы можете приобрести или продлить подписку на";"Ви можете активувати або відновити підписку";"Możesz aktywować lub odnowić abonament za";"Pode ativar ou renovar a subscrição por";"Şunun karşılığında üyeliğini etkinleştirebilir veya yenileyebilirsin:";"Své předplatné můžeš aktivovat nebo obnovit za";"Μπορείτε να ενεργοποιήσετε ή να ανανεώσετε τη συνδρομή σας για";"Kamu bisa mengaktifkan atau memperbarui langganan dengan harga";"คุณสามารถเปิดใช้งานหรือต่ออายุสมาชิกในราคา";"당신은 신청함으로써 활성화 또는 갱신할 수 있습니다.";"你\t可\t以\t激\t活\t或\t续\t订";"あなたは、\tサブスクリプションを\t起動または\t更新できます";"你\t可\t以\t啟\t動\t或\t續\t訂";;
"subscription/premium";"Subscription";"Abonnement";"Abbonamento";"Abonnement";"Suscripción";"Подписка";"Підписка";"Subskrypcja";"Subscrição";"Abonelik";"Předplatné";"Συνδρομή";"Langganan";"สมัครสมาชิก";"구독";"订\t阅\t服\t务";"サブスクリプション";"訂\t閲\t服\t務";;
"subscription/vip";"VIP Subscription";"Abonnement VIP";"Sottoscrizione VIP";"VIP Abonnement";"Suscripción VIP";"VIP Подписка";"VIP-підписка";"Subskrypcja VIP";"Subscrição VIP";"VIP Üyelik";"VIP předplatné";"Συνδρομή VIP";"Langganan VIP";"สมัครสมาชิก VIP";"VIP 구독";"VIP 订\t阅";"VIP\tサブスクリプション";"VIP 訂\t閲\t服\t務";;
"subscription/active";"Active";"Actif";"Attivo";"Aktiv";"Activo";"Активна";"Активна";"Aktywna";"Ativa";"Etkin";"Aktivní";"Ενεργή";"Aktif";"เปิดใช้งานอยู่";"활성화";"已\t生\t效";"有効";"已\t生\t效";;
"subscription/activate";"Activate";"Activer";"Attivato";"Aktivieren";"Activar";"Активировать";"Активувати";"Aktywuj";"Ativar";"Etkinleştir";"Aktivovat";"Ενεργοποίηση";"Aktifkan";"เปิดใช้งาน";"활성화";"启\t用";"有効化";"啟\t用";;
"subscription/upgrade";"Upgrade";"Amélioration";"Aggiorna";"Upgrade";"Mejorar";"Улучшить";"Покращити";"Ulepsz";"Melhorar";"Yükselt";"Vylepšit";"Αναβάθμιση";"Upgrade";"อัปเกรด";"업그레이드";"升\t级";"アップグレード";"升\t級";;
"subscription/changePlan";"Change plan";"Changer de plan";"Cambia piano";"Plan ändern";"Cambiar plan";"Сменить план";"Змінити план";"Zmień abonament";"Mudar plano";"Planı değiştir";"Změna plánu";"Αλλαγή σχεδίου";"Ganti paket";"เปลี่ยนแผน";"구독 변경";"变\t更\t方\t案";"プランの\t変更";"變\t更\t方\t案";;15
"pricePerTime";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price}/{time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";"{price} / {time}";;
"subscrition/autoRenewal";"Auto-renewal";"Renouvellement automatique";"Rinnovo automatico";"Automatische Verlängerung";"Renovación automática";"Автопродление";"Автоматичне поновлення";"Automatyczne przedłużenie";"Renovação automática";"Otomatik yenileme";"Automatické obnovení";"Αυτόματη ανανέωση";"Perpanjangan otomatis";"ต่ออายุอัตโนมัติ";"자동 갱신";"自\t动\t续\t费";"自動更新";"自\t動\t續\t費";;
"subscription/renewalAgreement";"Renewal agreement";"Accord de renouvellement";"Rinnovo del Contratto";"Erneuerungsvertrag";"Acuerdo de renovación";"Соглашение об автопродлении";"Угода про поновлення";"Odnowienie subskrypcji";"Acordo de renovação";"Yenileme anlaşması";"Dohoda o prodloužení";"Συμφωνία ανανέωσης";"Perjanjian perpanjangan";"ข้อตกลงต่อสมาชิก";"계약 갱신";"续\t订\t协\t议";"更新契約";"自\t動\t續\t訂\t協\t議";;
"subscription/EULA";"EULA";"CLUF";"EULA";"EULA";"CLUF";"Пользовательское соглашение";"Угода з кінцевим користувачем";"EULA";"EULA";"EULA";"EULA";"EULA";"EULA";"ข้อตกลงสิทธิ์การใช้งานสำหรับผู้ใช้";"EULA";"最\t终\t用\t户\t许\t可\t协\t议";"エンドユーザー\t使用許諾契約（EULA）";"最\t終\t用\t戶\t許\t可\t協\t議";;
"subscription/convertPremiumInfo";"When activating a subscription, the remaining days of Premium will be automatically converted to Platinum.";"En activant un abonnement, les jours restants de Premium seront automatiquement convertis en Platinum.";"Quando si attiva un abbonamento, i giorni Premium rimanenti verranno convertiti automaticamente in Platino.";"Bei der Aktivierung eines Abonnements werden die verbleibenden Tage von Premium automatisch in Platin umgewandelt.";"Al activar una suscripción, los días restantes de Premium se convertirán automáticamente en Platino.";"При активации подписки оставшиеся дни премиума будут автоматически конвертированы в платину";"Після активації підписки залишок днів Преміума автоматично переводиться в Платину.";"Podczas aktywacji subskrypcji pozostałe dni Premium zostaną automatycznie zamienione na Platynę.";"Ao ativar uma subscrição, os dias restantes de Premium serão automaticamente convertidos para Platinum.";"Bir abonelik etkinleştirildiğinde, Premium'un kalan günleri otomatik olarak Platinum'a dönüştürülecektir.";"Při aktivaci předplatného se zbývající prémiové dny automaticky převedou na Platinu.";"When activating a subscription, the remaining days of Premium will be automatically converted to Platinum.";"Saat mengaktifkan langganan, sisa hari Premium akan secara otomatis dikonversi menjadi Platinum.";"เมื่อเปิดใช้งานการสมัครสมาชิก วันคงเหลือของ Premium จะถูกแปลงเป็น Platinum โดยอัตโนมัติ";"구독 활성화 후, 남아있는 프리미엄은 플래티넘으로 자동 전환됩니다.";"激\t活\t订\t阅\t后，\t当\t前\t剩\t余\t的\t高\t级\t账\t户\t时\t长\t将\t自\t动\t转\t化\t为\t铂\t狼。";"サブスクリプションを\t有効にすると、\tプレミアムの\t残りの\t日数は\t自動的に\tプラチナに\t変換されます。";"啓\t用\t訂\t閲\t服\t務\t后，\t賬\t戶\t上\t剩\t餘\t高\t級\t賬\t號\t時\t長\t將\t自\t動\t轉\t換\t爲\t鉑\t狼。";;
