"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"HUD_RETURN_TIMER";"RETURN TO THE BATTLEFIELD WITHIN:";"RETOUR SUR LE CHAMP DE BATAILLE DANS :";"RITORNA SUL CAMPO DI BATTAGLIA ENTRO:";"ZURÜCK ZUM SCHLACHTFELD! VERBLEIBENDE ZEIT:";"VUELVE AL CAMPO DE BATALLA DENTRO EN:";"ВЕРНИТЕСЬ НА ПОЛЕ БОЯ В ТЕЧЕНИЕ:";"ПОВЕРНІТЬСЯ НА ПОЛЕ БОЮ ДО:";"WRÓĆ NA POLE BITWY W CIĄGU:";"RETORNA AO CAMPO DE BATALHA DENTRO DE:";"VERİLEN SÜREDE SAVAŞ ALANINA DÖN:";"Návrat na bojiště za";"ΕΠΙΣΤΡΕΨΤΕ ΣΤΟ ΠΕΔΙΟ ΤΗΣ ΜΑΧΗΣ ΕΝΤΟΣ:";"KEMBALI KE MEDAN TEMPUR DALAM:";"กลับไปเข้าสนามรบภายใน:";"자동으로 전장에 복귀하기까지:";"返\t回\t战\t场\t倒\t计\t时：";"下記の\t時間内に\t戦場へ\t戻れ：";"返\t回\t戰\t場\t倒\t計\t時：";;
"HUD_ROYAL_AREA_TIMER";"Battle Area will change in:";"La zone de bataille sera modifiée dans :";"L'area di battaglia cambierà tra:";"Das Schlachtfeld ändert sich in:";"El área de batalla cambiará en:";"Смена боевой зоны через:";"Зміна бойової зони через:";"Obszar bitwy zmieni się za:";"A área de batalha vai mudar em:";"Savaş Alanı değişecek:";"Bitevní oblast se změní za";"Η περιοχή μάχης θα αλλάξει σε:";"Area Pertempuran akan berubah dalam:";"อาณาเขตต่อสู้จะเปลี่ยนในอีก:";"전투 지역 변경까지 남은 시간 :";"战\t区\t切\t换\t倒\t计\t时：";"戦闘\tエリア\t変更までの\t時間：";"戰\t區\t切\t換\t倒\t計\t時：";;
"HUD_ROYAL_AREA_WARNING_TIMER";"BATTLE AREA WILL CHANGE IN:";"LA ZONE DE BATAILLE SERA MODIFIÉE DANS :";"L'AREA DI BATTAGLIA CAMBIERÀ TRA:";"DAS SCHLACHTFELD ÄNDERT SICH IN:";"El área de batalla cambiará en:";"СМЕНА БОЕВОЙ ЗОНЫ ЧЕРЕЗ:";"ЗМІНА БОЙОВОЇ ЗОНИ ЧЕРЕЗ:";"OBSZAR BITWY ZMIENI SIĘ ZA:";"ÁREA DE BATALHA VAI MUDAR EM:";"SAVAŞ ALANI DEĞİŞECEK:";"Bitevní oblast se změní za";"Η ΠΕΡΙΟΧΗ ΜΑΧΗΣ ΘΑ ΑΛΛΑΞΕΙ ΣΕ:";"AREA PERTEMPURAN AKAN BERUBAH DALAM:";"อาณาเขตต่อสู้จะเปลี่ยนในอีก:";"전투 지역 변경까지 남은 시간 :";"战\t区\t切\t换\t倒\t计\t时：";"戦闘\tエリア\t変更までの\t時間：";"戰\t區\t切\t換\t倒\t計\t時：";;
"HUD_OWNED_UNIT_DEAD";"Owned ship destroyed!";"Navire possédé détruit!";"Nave distrutta!";"Das eigene Schiff wurde zerstört!";"¡Barco propio destruido!";"Корабль-носитель уничтожен!";"Корабель-носій знищено!";"Twój okręt został zniszczony!";"O seu navio foi destruído!";"Sahip olduğun gemi yok edildi!";"Tvá loď byla zničena!";"Το ιδιόκτητο πλοίο καταστράφηκε!";"Kapal milik sendiri telah hancur!";"เรือในครอบครองถูกทำลาย!";"모함이 격침되었습니다!";"母\t舰\t已\t被\t摧\t毁！";"あなたの\t艦船が\t破壊されました！";"我\t艦\t已\t被\t摧\t毀!";;
"TXT_LEAVE_ZONE_TIMER";"LEAVE THE AREA WITHIN:";"VOUS DEVEZ QUITTER LA ZONE DANS :";"ABBANDONA L'AREA ENTRO:";"VERLASSE DAS GEBIET! ÜBRIGE ZEIT:";"SALIR DE LA ZONA EN:";"ПОКИНЬТЕ ЗОНУ В ТЕЧЕНИЕ:";"ПОКИНЬТЕ ЗОНУ ПРОТЯГОМ:";"OPUŚĆ OBSZAR W CIĄGU:";"DEIXE A ÁREA EM:";"SÜRE İÇİNDE BÖLGEYİ TERK EDİN:";"Opusť oblast do";"ΦΥΓΕΤΕ ΑΠΟ ΤΗΝ ΠΕΡΙΟΧΗ ΕΝΤΟΣ:";"TINGGALKAN AREA DALAM:";"ออกจากอาณาเขตภายใน:";"다음 시간 내에 이곳을 벗어나십시오:";"离\t开\t区\t域\t倒\t计\t时：";"：\t以内に\tエリアを\t出てください";"離\t開\t區\t域\t倒\t計\t時：";;
"NET_PLAYER_QUIT_FROM_GAME";"has quit the battle.";"a quitté la bataille.";"ha abbandonato la battaglia.";"hat die Schlacht verlassen.";"ha abandonado la batalla.";"покинул бой";"вийшов з бою.";"opuszcza bitwę.";"saiu da batalha.";"savaştan çıktı.";"opustil bitvu";"αποχώρησε από τη μάχη.";"keluar dari pertempuran.";"ออกจากการต่อสู้";"이(가) 방에서 나갔습니다.";"已\t离\t开\t游\t戏。";"は\tゲームを\t中断しました";"已\t經\t離\t開\t戰\t鬥";;
"NET_PLAYER_DISCONNECT_FROM_GAME";"has disconnected from the game.";"s'est déconnecté du jeu.";"si è disconnesso dalla partita.";"hat sich aus dem Spiel ausgeloggt.";"se ha desconectado del juego.";"потерял связь";"втратив зв’язок.";"odłącza się od rozgrywki.";"desconectou do jogo.";"oyundan çıktı.";"odpojen ze hry";"έχει αποσυνδεθεί από το παιχνίδι.";"terputus dari game.";"ตัดการเชื่อมต่อจากเกม";"접속이 끊어졌습니다.";"已\t掉\t线。";"は\tゲームから\t切断しました";"已\t斷\t線。";;
"NET_SERVER_LOST";"Connection to the server is lost. You will be returned to menu.";"La connexion au serveur est perdue. Vous allez être redirigé vers le menu.";"Connessione al server persa. Sarai riportato al menu.";"Verbindung zum Server wurde unterbrochen. Du wirst zum Menü zurückgeleitet.";"Se ha perdido la conexión con el servidor. Volverás al menú.";"Связь с сервером потеряна. Вы будете возвращены в меню.";"Зв'язок із сервером втрачений. Ви будете повернені в меню.";"Utracono połączenie z serwerem. Nastąpi powrót do menu.";"Conexão ao servidor perdida. Você retornará ao menu.";"Sunucu bağlantısı koptu. Menüye geri dönüyorsun.";"Připojení k serveru ztraceno, budeš vrácen do nabídky";"Η σύνδεση με τον διακομιστή χάθηκε. Θα επιστρέψετε στο μενού.";"Koneksi ke server terputus. Kamu akan kembali ke menu.";"สูญเสียการเชื่อมต่อกับเซิร์ฟเวอร์ คุณจะย้อนกลับไปยังเมนู";"서버와의 접속이 끊어졌습니다. 메뉴로 되돌아갑니다.";"服\t务\t器\t连\t接\t中\t断，\t将\t返\t回\t主\t菜\t单。";"サーバーへの\t接続が\t切断されました。\tメニューに\t戻ります。";"伺\t服\t器\t連\t接\t中\t斷，\t將\t返\t回\t主\t選\t單。";;
"NET_PLAYERS_LEFT";"All players are disconnected.";"Tous les joueurs sont déconnectés.";"Tutti i giocatori si sono disconnessi.";"Alle Spieler haben sich ausgeloggt.";"Todos los jugadores se han desconectado.";"Все игроки отсоединились.";"Всі гравці від'єднані.";"Wszyscy gracze zostali rozłączeni.";"Todos os jogadores estão desconectados.";"Tüm oyuncuların bağlantısı kesildi.";"Všichni hráči jsou odpojeni";"Όλοι οι παίκτες είναι αποσυνδεδεμένοι.";"Semua pemain telah terputus.";"ผู้เล่นทั้งหมดไม่ได้เชื่อมต่อ";"모든 플레이어의 연결이 끊어졌습니다.";"所\t有\t玩\t家\t均\t已\t断\t开\t连\t接。";"全\tプレイヤーが\t切断されました";"所\t有\t玩\t家\t均\t已\t斷\t開\t連\t接。";;
"NET_SERVER_QUIT_FROM_GAME";"Connection to the battle server was lost. You will be returned to menu.";"La connexion au serveur de combat a été perdue. Vous allez être redirigé vers le menu.";"Connessione al server delle battaglie interrotta. Verrai reindirizzato al menu.";"Verbindung mit dem Schlacht-Server verloren. Du wirst zum Menü zurückgeleitet.";"Se ha perdido la conexión con el servidor de la batalla. Volverás al menú.";"Потеряна связь с сервером боя. Вы будете возвращены в меню.";"Втрачений зв'язок із сервером бою. Ви будете повернені в меню.";"Utracono połączenie z serwerem bitewnym. Nastąpi powrót do menu.";"Conexão ao servidor da batalha perdida. Você retornará ao menu.";"Savaş sırasında sunucusu bağlantısı koptu. Menüye geri döneceksin.";"Připojení k bitevnímu serveru ztraceno, budeš vrácen do nabídky";"Η σύνδεση με τον διακομιστή μάχης χάθηκε. Θα επιστρέψετε στο μενού.";"Koneksi ke server pertempuran terputus. Kamu akan kembali ke menu.";"สูญเสียการเชื่อมต่อกับเซิร์ฟเวอร์ต่อสู้ คุณจะย้อนกลับไปยังเมนู";"서버와의 접속이 끊어졌습니다. 메뉴로 되돌아갑니다.";"战\t斗\t服\t务\t器\t连\t接\t中\t断，\t将\t返\t回\t主\t菜\t单。";"戦闘\tサーバーとの\t接続が\t切れました。\tメニューに\t戻ります。";"戰\t鬥\t伺\t服\t器\t的\t連\t線\t失\t敗，\t將\t返\t回\t選\t單。";;
"NET_CONNECTION_IS_LOST";"Connection is lost. Check your internet connection.";"La connexion est perdue. Vous serez renvoyé au menu.";"Connessione persa. Sarai riportato al menu.";"Verbindung abgerissen. Überprüfe deine Internetverbindung.";"Se ha perdido la conexión. Regresarás al menú.";"Связь потеряна. Проверьте ваше интернет соединение.";"Зв'язок втрачений. Перевірте ваше інтернет з'єднання.";"Utracono połączenie. Sprawdź swoje połączenie z internetem.";"Conexão perdida. Você retornará ao menu.";"Bağlantı koptu. İnternet bağlantını kontrol et.";"Připojení ztraceno, zkontrolujte internetové připojení";"Η σύνδεση χάθηκε. Ελέγξτε τη σύνδεσή σας στο διαδίκτυο.";"Koneksi terputus. Periksa koneksi internetmu.";"สูญเสียการเชื่อมต่อ ตรวจสอบการเชื่อมต่ออินเทอร์เน็ตของคุณ";"연결이 끊어졌습니다. 인터넷 연결 상태를 확인하십시오.";"连\t接\t中\t断，\t将\t返\t回\t主\t菜\t单。";"接続が\t失われました。\tメニューに\t戻ります。";"連\t接\t中\t斷，\t將\t返\t回\t主\t選\t單。";;
"NET_ALL_PLAYERS_DISCONNECTED";"All players are disconnected.";"Tous les joueurs sont déconnectés.";"Tutti i giocatori si sono disconnessi.";"Alle Spieler haben sich ausgeloggt.";"Todos los jugadores se han desconectado.";"Все игроки отсоединились";"Всі гравці від'єднані.";"Wszyscy gracze zostali rozłączeni.";"Todos os jogadores estão desconectados.";"Tüm oyuncuların bağlantısı kesildi.";"Všichni hráči jsou odpojeni";"Όλοι οι παίκτες είναι αποσυνδεδεμένοι.";"Semua pemain telah terputus.";"ผู้เล่นทั้งหมดไม่ได้เชื่อมต่อ";"모든 플레이어의 연결이 끊어졌습니다.";"所\t有\t玩\t家\t均\t已\t掉\t线。";"全\tプレイヤーが\t切断されました";"所\t有\t的\t玩\t家\t都\t已\t經\t斷\t線";;
"NET_AIRCRAFT_LEADER";"New leader is";"Le nouveau chef est";"Il nuovo leader è";"Neuer Anführer ist: ";"El nuevo líder es";"Новый лидер:";"Тепер лідером є";"Nowym liderem jest";"O novo líder é";"Yeni lider";"Novým vůdcem je";"Ο νέος αρχηγός είναι";"Pemimpin barunya adalah";"หัวหน้าใหม่คือ";"새로운 편대장은";"新\t队\t长\t是";"新\tリーダー:";"新\t隊\t長\t是";;
"NET_3_SCORE_LEFT";"3 points left";"3 points restants";"3 punti rimasti";"3 Punkte übrig";"3 puntos restantes";"Осталось 3 очка";"Залишилось 3 очка";"Pozostały 3 punkty";"Faltam 3 pontos";"3 puan kaldı";"Zbývají 3 body";"απομένουν 3 πόντοι";"sisa 3 poin";"เหลือ 3 คะแนน";"3점 남았습니다";"还\t剩 3 分";"残り\t3\tポイント";"剩\t餘 3 分";;
"NET_2_SCORE_LEFT";"2 points left";"2 points restants";"2 punti rimasti";"2 Punkte übrig";"2 puntos restantes";"Осталось 2 очка";"Залишилось 2 очка";"Pozostały 2 punkty";"Faltam 2 pontos";"2 puan kaldı";"Zbývají 2 body";"απομένουν 2 πόντοι";"sisa 2 poin";"เหลือ 2 คะแนน";"2점 남았습니다";"还\t剩 2 分";"残り\t2\tポイント";"剩\t餘 2 分";;
"NET_1_SCORE_LEFT";"1 point left";"1 point restant";"1 punto rimasto";"1 Punkt übrig";"1 punto restante";"Осталось 1 очко";"Залишилось 1 очко";"Pozostał 1 punkt";"Falta 1 ponto";"1 puan kaldı";"Zbývá 1 bod";"απομένει 1 πόντος";"sisa 1 poin";"เหลือ 1 คะแนน";"1점 남았습니다";"还\t剩 1 分";"残り\t1\tポイント";"剩\t餘 1 分";;
"NET_PLAYER_HAS_CRASHED";"has crashed.";"s'est écrasé.";"si è schiantato.";"ist abgestürzt.";"se ha estrellado.";"разбился";"розбився.";"rozbił się";"sofreu um acidente.";"yere çakıldı.";"havaroval";"έχει συντριβεί.";"jatuh.";"ตก";"이(가) 추락했습니다";"已\t坠\t毁。";"は\t墜落しました";"已\t墜\t毀";;
"NET_PLAYER_KILLED_BY_PLAYER";"shot down by";"abattu par";"abbattuto da";"wurde abgeschossen von";"derribado por";"сбит игроком";"був збитий";"zostaje zestrzelony przez";"Abatido por";"vuruldu, vuran:";"zničen jednotkou";"σκοτώθηκε από";"ditembak jatuh oleh";"ยิงตกโดย";"을(를) 격추한 사용자:";"已\t被\t击\t落，\t攻\t击\t者\t为";"によって\t撃墜されました";"已\t被\t擊\t落，\t攻\t擊\t者\t是";;
"NET_PLAYER_HAS_RESPAWNED";"is ready for action.";"est prêt a combattre.";"pronto all'azione.";"ist einsatzbereit.";"está listo para entrar en acción.";"к бою готов.";"готовий до бою.";"jest gotowy do działania.";"está pronto para a ação.";"aksiyona hazır.";"připraven k akci";"σε ετοιμότητα για δράση.";"siap beraksi.";"พร้อมออกปฏิบัติการ";"이(가) 전투 준비를 마쳤습니다.";"已\t重\t生\t投\t入\t战\t斗。";"出撃準備完了";"已\t重\t生\t投\t入\t戰\t鬥。";;
"NET_PLAYER_KILLED_BY_UNIT";"shot down by";"abattu par";"abbattuto da";"wurde abgeschossen von";"derribado por";"сбит";"був збитий";"zostaje zestrzelony przez";"Abatido por";"vuruldu, vuran:";"zničen jednotkou";"σκοτώθηκε από";"ditembak jatuh oleh";"ยิงตกโดย";"을(를) 격추한 사용자:";"已\t被\t击\t落，\t攻\t击\t者\t为";"によって\t撃墜されました";"已\t被\t擊\t落，\t攻\t擊\t者\t是";;
"NET_PLAYER_EXITED";"left the vehicle";"a abandonné son véhicule";"abbandona l'unità";"hat sein Fahrzeug verlassen";"abandonar el vehiculo";"покинул технику";"покинув техніку";"opuścił maszynę";"deixou o veículo";"aracı terk etti";"Opustit stroj";"άφησε το όχημα";"meninggalkan kendaraan";"ออกจากพาหนะ";"차량에서 탈출하기";"离\t开\t了\t载\t具";"車両から\t出る";"離\t開\t載\t具";;
"NET_UNIT_KILLED_BY_PLAYER";"destroyed by";"détruit par";"distrutto da";"wurde zerstört von";"destruido por";"уничтожен игроком";"знищений";"zostaje zniszczony przez";"Destruído por";"yok edildi, yok eden:";"zničen jednotkou";"καταστράφηκε από";"dihancurkan oleh";"ทำลายโดย";"다음 플레이어에게 격추되었습니다:";"已\t被\t击\t毁，\t攻\t击\t者\t为";"によって\t撃破されました";"已\t被\t摧\t毀，\t攻\t擊\t者\t為";;
"NET_CRITICAL_HIT";"critically damaged by";"endommagé de manière critique par";"gravemente danneggiato da";"wurde kritisch getroffen von";"críticamente dañado por";"подбит игроком";"отримав критичні пошкодження від";"krytycznie uszkodzony przez";"danificado gravemente por";"kritik hasar aldı, hasar veren:";"poškozen jednotkou";"υπέστη κρίσιμη ζημιά από";"menerima damage kritis dari";"ได้รับความเสียหายขั้นวิกฤติจาก";"에게 치명타를 입힌 사용자:";"受\t到\t致\t命\t攻\t击，\t攻\t击\t者\t为";"致命的損傷:";"受\t到\t致\t命\t攻\t擊，\t攻\t擊\t者\t為";;
"NET_CRITICAL_HIT_BURN";"set afire by";"mis en feu par";"mandato in fiamme";"wurde in Brand gesetzt von";"incendiado por";"подожжён игроком";"підпалений гравцем";"zostaje podpalony przez";"Incendiado por";"yakıldı, yakan:";"zapálen jednotkou";"πήρε φωτιά από";"dibakar oleh";"ติดไฟโดย";"에게 화재를 일으킨 사용자:";"被\t击\t中\t起\t火，\t攻\t击\t者\t为";"に\t着火した";"被\t擊\t中\t起\t火，\t攻\t擊\t者\t為";;
"NET_CANNOT_ENTER_SESSION";"Cannot join game session";"Ne peut rejoindre la session de jeu";"Impossibile accedere alla sessione";"Beitritt zu Spielsitzung nicht möglich.";"Imposible unirse a la sesión de juego";"Не удалось присоединиться к игровой сессии";"Не вдалося створити ігрову сесію";"Nie można dołączyć do rozgrywki";"Não é possível juntar-se à sessão de jogo";"Oyun oturumuna girilemiyor";"Do střetnutí se nelze zapojit";"Δεν μπορείτε να συμμετάσχετε στη συνεδρία παιχνιδιού";"Tidak bisa bergabung ke sesi permainan";"ไม่สามารถเข้าร่วมเซสชันเกมได้";"게임 세션에 참가할 수 없습니다.";"无\t法\t加\t入\t游\t戏";"ゲームセッションに\t参加出来ません";"無\t法\t加\t入\t遊\t戲";;
"NET_CANNOT_CREATE_SESSION";"Cannot create game session";"Création de la session de jeu impossible";"Impossibile creare la sessione";"Spielsitzung konnte nicht erstellt werden.";"Imposible crear la sesión de juego";"Не удалось создать игровую сессию";"Не вдалося створити ігрову сесію";"Nie można utworzyć rozgrywki";"Não é possível criar sessão de jogo";"Oyun oturumu kurulamıyor";"Střetnutí nelze vytvořit";"Δεν μπορείτε να δημιουργήσετε μια συνεδρία παιχνιδιού";"Tidak bisa membuat sesi permainan";"ไม่สามารถสร้างเซสชันเกมได้";"게임 세션을 만들 수 없습니다.";"无\t法\t创\t建\t游\t戏";"ゲームセッションを\t作成出来ません";"無\t法\t創\t建\t遊\t戲";;
"HOST_MIGRATION_FAILED";"Host migration failed. You will be returned to menu.";"Échec de migration de l'hôte. Vous allez être retourné au menu.";"Migrazione host fallita. Sarai riportato al menu.";"Übertragung der Sitzungsleitung gescheitert. Du wirst zum Menü zurückgeleitet.";"Falló la migración del Anfitrión. Regresarás al menú.";"Не удалось совершить миграцию сервера. Вы будете возвращены в меню.";"Не вдалося здійснити міграцію сервера. Ви будете повернені в меню.";"Migracja hosta nie powiodła się. Nastąpi powrót do menu.";"Migração de host falhou. Você retornará ao menu.";"Ana bilgisayar taşınamadı. Menüye geri döndürüleceksin.";"Přesun hostitele selhal, budeš vrácen do nabídky";"Το host migration απέτυχε. Θα επιστρέψετε στο μενού.";"Migrasi host gagal. Kamu akan kembali ke menu.";"โยกย้ายโฮสต์ล้มเหลว คุณจะย้อนกลับไปยังเมนู";"호스트 이전에 실패했습니다. 메뉴로 되돌아갑니다.";"转\t移\t主\t机\t失\t败，\t将\t返\t回\t主\t菜\t单。";"ホストが\t移動出来ませんでした。\tメニューに\t戻ります。";"轉\t移\t主\t機\t失\t敗，\t將\t返\t回\t主\t選\t單。";;
"MISSION_SUCCESS";"Mission Accomplished";"Mission accomplie";"Missione compiuta";"Mission erfolgreich";"Misión Cumplida";"Миссия выполнена";"Місію виконано";"Misja wykonana";"Missão Cumprida";"Görev Başarılı";"Vítězství";"Αποστολή εξετελέσθη";"Misi Berhasil";"ภารกิจลุล่วง";"임무 성공";"任\t务\t完\t成";"ミッション\t達成";"任\t務\t完\t成";;
"MISSION_FAIL";"Mission Failed";"Mission échouée";"Missione fallita";"Mission gescheitert";"Misión Fallida";"Миссия провалена";"Місія провалена";"Misja nieudana";"Missão Falhada";"Görev Başarılamadı";"Porážka";"Αποτυχία αποστολής";"Misi Gagal";"ภารกิจล้มเหลว";"임무 실패";"任\t务\t失\t败";"ミッション\t失敗";"任\t務\t失\t敗";;
"MISSION_IN_PROGRESS";"Mission is in progress";"La mission est en cours";"Missione in corso";"Mission läuft";"Misión en progreso";"Миссия не завершена";"Місію не завершено";"Misja wciąż trwa";"Missão em progresso";"Görev yapılıyor";"Mise probíhá";"Η αποστολή βρίσκεται σε εξέλιξη";"Misi sedang berlangsung";"กำลังดำเนินภารกิจ";"임무 진행 중...";"任\t务\t进\t行\t中";"ミッション\t進行中";"任\t務\t進\t行\t中";;
