"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"modification/tank_smoke_screen_low_cooldown/desc";"Increases the speed of a smoke screen and ESS reload by 60%.";"Augmente la vitesse de création d'un écran de fumée et le rechargement ESS de 60 %.";"Aumenta la velocità della ricarica della cortina fumogena e ESS del 60%.";"Erhöht die Geschwindigkeit des Nachladens eines Nebelvorhangs und des ESS um 60 %.";"Aumenta la velocidad de recarga de la cortina de humo y del ESS en un 60%.";"На 60% ускоряет перезарядку дымовых гранат и ТДА.";"Збільшує швидкість встановлення димової завіси та перезаряджання ТДА на 60%.";"Zwiększa szybkość przeładowania zasłony dymnej i ESS o 60%.";"Aumenta a rapidez de uma cortina de fumaça e recarregamento ESS em 60%.";"Sis perdesi hızı ve ESS yeniden yükleme hızını %60 oranında artırır.";"Zvyšuje rychlost dobíjení kouřové clony a ESS o 60 %.";"Αυξάνει την ταχύτητα ενός προπετάσματος καπνού και επαναγέμισης ESS κατά 60%.";"Meningkatkan kecepatan isi ulang tabir asap dan ESS sebesar 60%.";"เพิ่มความเร็วของการเติมกระสุน ESS และฉากควันขึ้น 60%";"ESS와 연막탄의 재장전 속도를 60% 증가시킵니다.";"烟\t雾\t弹\t装\t填\t速\t度\t以\t及\t引\t擎\t发\t烟\t装\t置\t整\t备\t速\t度\t加\t快 60%";"煙幕と\tエンジン\t発煙\tシステムの\tリロードスピードを\t60%アップする。";"煙\t霧\t彈\t裝\t填\t速\t度\t以\t及\t引\t擎\t發\t煙\t裝\t置\t整\t備\t速\t度\t加\t快 60%";;
"modification/tank_smoke_screen_long_duration";"Dense smoke";"Fumée dense";"Fumogeno denso";"Dichter Rauch";"Humo denso";"Плотный дым";"Густий дим";"Gęsty dym";"Fumaça espessa";"Yoğun sis";"Hustý kouř";"Πυκνός καπνός";"Asap tebal";"ควันหนาแน่น";"짙은 연막";"防\t御\t烟\t幕";"濃煙";"防\t禦\t煙\t幕";"max 20 symbols";
"modification/tank_smoke_screen_long_duration/desc";"Increases the duration of smoke screen from smoke grenades and ESS.";"Augmente la durée de l'écran de fumée des grenades fumigènes et de l'ESS.";"Aumenta la durata delle cortine fumogene dalle granate fumogene e ESS.";"Erhöht die Dauer des Nebelvorhangs von Rauchgranaten und ESS.";"Aumenta la duración de la cortina de humo de las granadas de humo y ESS.";"На 40% увеличивает время действия дымовой завесы от дымовых гранат и ТДА.";"Збільшує тривалість димової завіси від димових гранат і ТДА.";"Wydłuża czas działania zasłony dymnej z granatów dymnych i ESS.";"Aumenta a duração da cortina de fumaça das granadas e ESS.";"Sis bombaları ve ESS' ile oluşturan sis perdesi süresini artırır.";"Zvyšuje dobu trvání kouřové clony z kouřových granátů a ESS.";"Αυξάνει τη διάρκεια του προπετάσματος καπνού από χειροβομβίδες καπνού και ESS.";"Menambah durasi tabir asap dari granat asap dan ESS.";"เพิ่มระยะเวลาของฉากควันจากระเบิดควันและ ESS";"연막탄과 ESS 에서 만들어진 연막의 지속 시간이 증가합니다.";"延\t长\t烟\t雾\t弹\t与\t引\t擎\t发\t烟\t装\t置\t产\t生\t烟\t幕\t的\t有\t效\t时\t间。";"発煙弾および\tエンジン\t発煙\tシステムによる\t煙幕の\t時間を\t長くする。";"延\t長\t煙\t霧\t彈\t與\t引\t擎\t發\t煙\t裝\t置\t產\t生\t煙\t幕\t的\t有\t效\t時\t間。";;
"modification/tank_smoke_screen_smoke_shell";"Smoke shell";"Obus fumigène";"Granata fumogena";"Rauchmunition";"Proyectil de humo";"Дымовой снаряд";"Димовий снаряд";"Pocisk dymny";"Projétil de fumaça";"Sis Mermisi";"Dýmovnice";"Βλήμα καπνού";"Selongsong asap";"ลูกปืนควัน";"연막탄";"烟\t雾\t弹";"発煙弾";"煙\t霧\t彈";"max 20 symbols";
"modification/tank_smoke_screen_smoke_shell/desc";"Gives access to smoke shells (maximum 2 per drive) to some tanks in the platoon. Before using them, change one of shell types to smoke in the battle vehicle and armament selection window.";"Donne accès aux obus fumigènes (maximum 2 par sortie) à certains chars du peloton. Avant de les utiliser, changez l'un des types d'obus en fumigène dans la fenêtre de sélection du véhicule de combat et de l'armement.";"Permette l'accesso alle granate fumogene (massimo 2 per guida) ad alcuni carri nel plotone. Prima di usarli, cambia un tipo di colpi a quello fumogeno nella finestra di scelta armamento del veicolo.";"Gewährt einigen Panzern im Zug Zugang zu Rauchmunition (maximal 2 pro Fahrt). Ändere vor der Verwendung einen der Munitionstypen im Auswahlfenster für Kampffahrzeuge und Bewaffnung auf Rauch.";"Da acceso a proyectiles de humo (máximo 2 por unidad) a algunos tanques del pelotón. Antes de utilizarlos, cambia uno de los tipos de proyectil a humo en la ventana de selección de vehículo de combate y armamento.";"Предоставляет доступ к дымовым снарядам (не более двух на выезд) некоторым танкам во взводе. Перед использованием необходимо заменить один из снарядов на дымовые в окне выбора техники в бою.";"Відкриває доступ до димових снарядів (макс. 2 на один привод) для деяких танків взводу. Перед їх використанням змініть один із типів снарядів на димовий у вікні вибору бойової техніки й озброєння.";"Daje dostęp do pocisków dymnych (maksymalnie 2 na pojazd) niektórym czołgom w plutonie. Przed ich użyciem należy zmienić jeden z typów pocisków na dymne w oknie wyboru pojazdu i uzbrojenia.";"Permite o acesso a projéteis de fumo (máximo de 2 por veículo) para alguns tanques do pelotão. Antes de os usar, mudeo tipo de projétil para fumo no veículo e na janela de seleção do armamento.";"Birlikteki bazı tanklara duman mermilerine (sürüş başı en fazla 2 adet) erişim hakkı verir. Kullanmadan önce, savaşılan aracın mühimmat seçim ekranında mermi tiplerinden birini duman olarak değiştirin.";"Umožňuje některým tankům ve skupině přístup k dýmovnicím (maximálně 2 na jednotku). Před jejich použitím změň v okně pro výběr bojového vozidla a výzbroje jeden z typů střel na kouřové.";"Δίνει πρόσβαση σε βλήματα καπνού (το πολύ 2 ανά κίνηση) σε κάποια τανκς της διμοιρίας. Πριν τα χρησιμοποιήσετε, αλλάξτε έναν από τους τύπους βλημάτων σε καπνό από το παράθυρο επιλογής οχήματος μάχης και οπλισμού.";"Memberikan akses ke selongsong asap (maksimum 2 setiap perjalanan) pada beberapa tank di platoon. Sebelum menggunakannya, ganti salah satu jenis selongsong menjadi selongsong asap di jendela pemilihan kendaraan tempur dan persenjataan.";"ทำให้รถถังบางคันในหน่วยรบสามารถใช้งานลูกปืนควันได้ (สูงสุด 2 ครั้งต่อรอบการขับ) ก่อนใช้งาน ให้เปลี่ยนประเภทลูกปืนเป็นลูกปืนควันในหน้าต่างเลือกอาวุธและพาหนะต่อสู้";"소대 내 일부 전차가 연막탄을 사용할 수 있게 됩니다 (최대 2대). 사용 전, 무장 선택 창에서 해당 장비의 탄종을 연막탄으로 변경해야 합니다. ";"允\t许\t队\t列\t中\t部\t分\t坦\t克\t携\t带\t烟\t雾\t弹\t（每\t辆\t坦\t克\t最\t多\t携\t带 2 枚）\t参\t加\t战\t斗。\t使\t用\t烟\t雾\t弹\t前\t必\t须\t在\t出\t击\t前\t或\t在\t武\t器\t选\t择\t界\t面\t为\t载\t具\t配\t备\t烟\t雾\t弹。";"小隊内の\t一部の\t戦車が\t発煙弾を\t使えるようになる（装置\t1基につき\t最大\t2発）。\t使用する\t前に、\t戦闘車両と\t兵器選択\tウィンドウで\t砲弾\tタイプの\t一つを\t煙に\t変更しよう。";"允\t許\t小\t隊\t中\t部\t分\t坦\t克\t攜\t帶\t煙\t霧\t彈\t（每\t輛\t坦\t克\t最\t多\t攜\t帶 2 枚）\t參\t加\t戰\t鬥。\t使\t用\t煙\t霧\t彈\t前\t必\t須\t在\t出\t擊\t前\t或\t在\t武\t器\t選\t擇\t界\t面\t為\t載\t具\t配\t備\t煙\t霧\t彈。";;
"modification/belts";"Machine gun belts";"Ceinture de mitrailleuse";"Nastri di mitragliatrice";"Maschinengewehrgurte";"Cinturones de ametralladora";"Пулемётные ленты";"Кулеметні стрічки";"Taśmy do karabinu maszynowego";"Cintas de metralhadora";"Makineli tüfek kemeri";"Kulometné pásy";"Ιμάντες πολυβόλων";"Sabuk amunisi senapan mesin";"สายพานปืนกล";"기관총 탄띠";"机\t枪\t弹\t链";"機関銃\tベルト";"機\t槍\t彈\t鏈";"max 20 symbols";
"modification/machinegun_belt_tracer";"Tracer belt";"Ceinture de balles traçantes";"Nastro con traccianti";"Leuchtspurgeschoss-Gurt";"Cinturón de trazadoras";"Трассирующая лента";"Трасуюча стрічка";"Taśma smugowa";"Cinta de balas tracejantes";"İzli mermi kemeri";"Trasovací pásy";"Ιμάντας τροχιοδεικτικών";"Sabuk amunisi tracer";"สายพานกระสุนส่องวิถี";"예광탄 탄띠";"曳\t光\t弹\t链";"曳光弾\tベルト";"曳\t光\t彈\t鏈";"max 20 symbols";
"modification/machinegun_belt_tracer/desc";"Tracer bullets in the belt leave a smoke trace in the air. It is effective against unarmoured targets, causing fire on piercing more often, while piercing the armour less effectively.";"Les balles traçantes dans la ceinture laissent une trace de fumée dans l'air. C'est efficace contre les cibles non blindées, provoquant plus souvent des incendies lors des pénétrations, tout en perçant moins efficacement le blindage.";"I proiettili traccianti rilasciano una traccia fumogena in aria. E' efficace contro bersagli non corazzati, causando incendi più frequenti mentre la penetrazione è meno efficace.";"Leuchtspurgeschosse im Gurt hinterlassen eine Leuchtspur in der Luft. Sie sind effektiv gegen ungepanzerte Ziele und verursachen häufiger Feuer nach dem Durschlag, wobei sie die Panzerung weniger effektiv durchschlagen.";"Las balas trazadoras del cinturón dejan un rastro de humo en el aire. Es eficaz contra objetivos sin blindaje, provocando fuegos al perforar con mayor frecuencia, mientras que perfora el blindaje con menor eficacia.";"Трассирующие пули этой ленты оставляют в воздухе дымный след. Лента эффективна против небронированных целей и чаще вызывает возгорание при пробитии. Слабее прочих лент пробивает броню.";"Трасуючі кулі в стрічці залишають димовий слід у повітрі. Ефективно проти неброньованих цілей, частіше викликає пожежу при влучанні, але менш ефективно пробиває броню.";"Pociski smugowe w taśmie pozostawiają w powietrzu ślad dymu. Jest skuteczny przeciwko nieopancerzonym celom, częściej powodując pożar przy przebiciu, ale ma gorsze przebicie pancerza.";"As balas tracejantes no cinturão deixam um rasto de fumaça no ar. São eficazes contra alvos sem blindagem, provocando mais frequentemente incêndios quando penetram, mas são menos eficazes na penetração.";"Kemerdeki izli mermiler havada bir duman izi bırakır. Zırhsız hedeflere karşı etkildiir, delme halinde çok sık yangın çıkarır, ancak delme konusunda daha etkisizdir.";"Trasovací munice v nábojovém pásu zanechávají ve vzduchu kouřovou stopu. Je účinná proti nepancéřovaným cílům, častěji způsobuje požár po proniknutí, ale pancíř proráží s menší účinností.";"Οι τροχιοδεικτικές σφαίρες του ιμάντα αφήνουν ένα ίχνος καπνού στον αέρα. Είναι αποτελεσματικές ενάντια σε μη θωρακισμένους στόχους και προκαλούν φωτιά κατά τη διάτρηση, ενώ είναι λιγότερο αποτελεσματικές στη διάτρηση της θωράκισης.";"Peluru tracer dalam sabuk amunisi akan meninggalkan jejak asap di udara. Peluru ini efektif terhadap target yang tidak bersenjata, menyebabkan tembakan tepat sasaran, tetapi kurang efektif untuk menembus armor.";"กระสุนส่องวิถีในสายพานกระสุนนี้จะทิ้งรอยควันไว้ในอากาศ ใช้ได้ผลดีกับเป้าหมายที่ไม่หุ้มเกราะ ทำให้ติดไฟเมื่อเจาะเกราะสำเร็จได้มากขึ้น แต่ประสิทธิภาพการเจาะเกราะได้ผลน้อยลง";"탄띠에 든 예광탄은 공중에 옅은 연기를 남깁니다. 장갑이 없는 장비를 상대할 때 효과적이며 관통 시 화재가 일어날 확률이 높지만, 약간 낮은 관통력을 가지고 있습니다.";"曳\t光\t弹\t会\t在\t空\t中\t留\t下\t明\t显\t的\t飞\t行\t轨\t迹。\t用\t于\t对\t抗\t非\t装\t甲\t目\t标\t非\t常\t有\t效，\t可\t大\t大\t提\t升\t目\t标\t被\t命\t中\t后\t的\t起\t火\t几\t率，\t而\t穿\t甲\t性\t能\t则\t有\t所\t下\t降。";"ベルトの\t曳光弾は\t空中に\t煙の\t跡を\t残す。\tこれは\t非装甲の\t標的に\t対して\t有効で、\t貫通時に\t発火する\t確率が\t高くなるが、\t装甲を\t貫通する\t効果は\t低い。";"曳\t光\t彈\t會\t在\t空\t中\t留\t下\t明\t顯\t的\t飛\t行\t軌\t跡。\t用\t於\t對\t抗\t非\t裝\t甲\t目\t標\t非\t常\t有\t效，\t可\t大\t大\t提\t升\t目\t標\t被\t命\t中\t後\t的\t起\t火\t機\t率，\t而\t穿\t甲\t性\t能\t則\t有\t所\t下\t降。";;
"modification/machinegun_belt_ap";"Armour piercing belt";"Ceinture anti-blindage";"Nastro con colpi perforanti";"Panzerbrechender Gurt";"Cinturón perforante de armadura";"Бронебойная лента";"Бронебійна стрічка";"Taśma przeciwpancerna";"Cinta de balas penetrantes";"Zırh delici mermi kemeri";"Průbojný pás";"Ιμάντας διάτρησης θωράκισης";"Sabuk amunisi penembus armor";"สายพานกระสุนเจาะเกราะ";"철갑탄 탄띠";"穿\t甲\t弹\t链";"装甲貫通\tベルト";"穿\t甲\t彈\t鏈";"max 20 symbols";
"modification/machinegun_belt_ap/desc";"The belt mostly consists of armour piercing bullets. It easily pierces thinner armour, but it's worse against aircraft.";"La ceinture se compose principalement de balles perforantes. Elles percent facilement les blindages les plus fins, mais c'est moins efficace contre les avions.";"Il caricatore consiste in gran parti di colpi penetranti. Penetrano più facilmente le corazze sottili ma sono peggiori contro gli aerei.";"Der Gurt besteht hauptsächlich aus panzerbrechenden Geschossen. Sie durchschlagen leicht dünnere Panzerung, sind aber gegen Flugzeuge weniger effektiv.";"El cinturón se compone principalmente de balas perforantes. Perfora fácilmente los blindajes más finos, pero es peor contra los aviones.";"Большинство пуль в ленте бронебойные. Лента эффективна против тонкой брони. Слабее прочих лент справляется с авиацией.";"Здебільшого стрічка складається з бронебійних куль. Легко пробиває тоншу броню, але менш ефективно проти літаків.";"Taśma składa się głównie z pocisków przeciwpancernych. Z łatwością przebija cieńszy pancerz, ale gorzej radzi sobie z samolotami.";"O cinturão consiste principalmente em balas penetrantes. As munições penetram a blindagem mais fina, mas são piores contra aeronaves.";"Kemer büyük ölçüde zırh delici mermilerden oluşur. İnce zırhı rahatlıkla deler ancak uçaklara karşı daha kötüdür.";"Pás se většinou skládá z průbojných nábojů. Snadno prorazí tenčí pancíř, ale proti letadlům je to horší.";"Ο ιμάντας αποτελείται κυρίως από διατρητικές σφαίρες. Διαπερνά εύκολα τις λεπτότερες θωρακίσεις, αλλά έχει χειρότερες επιδόσεις ενάντια σε αεροσκάφη.";"Sabuk amunisi ini biasanya terdiri dari peluru yang bisa menembus armor. Peluru ini bisa menembus armor yang lebih tipis dengan mudah, tetapi kurang efektif untuk pesawat.";"สายพานนี้บรรจุกระสุนเจาะเกราะเป็นส่วนใหญ่ ใช้ได้ผลดีกับเกราะที่ค่อนข้างบาง แต่ได้ผลน้อยลงกับอากาศยาน";"대부분 철갑탄으로 이루어진 탄띠입니다. 얇은 장갑 정도는 쉽게 관통할 수 있지만, 항공기를 상대하기에는 효율적이지 않습니다.";"该\t弹\t链\t主\t要\t组\t分\t为\t穿\t甲\t弹。\t可\t轻\t易\t撕\t碎\t轻\t装\t甲\t目\t标\t的\t防\t护，\t但\t用\t于\t对\t抗\t空\t中\t单\t位\t的\t毁\t伤\t相\t较\t其\t他\t弹\t药\t要\t更\t弱\t一\t些。";"ベルトのほとんどは\t徹甲弾から\t構成されている。\t薄い\t装甲は\t簡単に\t貫通するが、\t航空機に\t対しては\t歯がたたない。";"該\t彈\t鍊\t主\t要\t組\t分\t為\t穿\t甲\t彈。\t可\t輕\t易\t撕\t碎\t輕\t裝\t甲\t目\t標\t的\t防\t護，\t但\t用\t於\t對\t抗\t空\t中\t單\t位\t的\t毀\t傷\t相\t較\t其\t他\t彈\t藥\t要\t更\t弱\t一\t些。";;
"modification/machinegun_belt_stealth";"Stealth belt";"Ceinture furtive";"Nastro senza traccianti";"Gurt ohne Leuchtspurmunition";"Cinturón de sigilo";"Скрытая лента";"Стрічка для скритних атак";"Taśma niewidzialna";"Cinta de munições furtivas";"Gizli kemer";"Přepadový pás";"Ιμάντας μυστικότητας";"Sabuk amunisi siluman";"สายพานลอบเร้น";"무예광 탄띠";"匿\t踪\t弹\t链";"ステルスベルト";"匿\t踪\t彈\t鏈";"max 20 symbols";
"modification/machinegun_belt_stealth/desc";"The belt lacks tracer bullets, making firing less noticeable. It makes firing at long distances more difficult.";"La ceinture n'a pas de balles traçantes, ce qui rend le tir moins perceptible. Cela rend plus difficile le tir à longue distance.";"Le munizioni non hanno proiettili traccianti, facendoli diventare meno ravvisabili. Rendono il fuoco alle lunghe distanze più difficile.";"Der Gurt enthält keine Leuchtspurgeschosse, was das Abfeuern weniger gut erkennbar macht. Er erschwert das Schießen auf große Entfernungen.";"El cinturón carece de balas trazadoras, lo que hace que los disparos sean menos perceptibles. Hace más difícil disparar a larga distancia.";"В ленте отсутствуют трассирующие пули, делая стрельбу менее заметной. Затрудняет стрельбу на дальние дистанции.";"Стрічка без трасуючих куль, завдяки чому стрільба з неї менш помітна. Ускладнює стрільбу на далекі відстані.";"Taśma nie zawiera pocisków smugowych, dzięki czemu strzelanie jest mniej zauważalne. Utrudnia to strzelanie na duże odległości.";"Faltam balas tracejantes no cinturão, tornando o tiro menos evidente. Torna mais difícil disparar a grandes distâncias.";"Kemer'de izli mermi bulunmaz, bu yüzden atış daha az belirgin olur. Uzun mesafelerde atış yapmayı zorlaştırır.";"Pás postrádá trasovací střely, takže střelba je méně nápadná. Ztěžuje střelbu na velké vzdálenosti.";"Ο ιμάντας δεν διαθέτει τροχιοδεικτικές σφαίρες, κάτι που κάνει τα πυρά λιγότερο αντιληπτά. Κάνει, επίσης, το άνοιγμα πυρός σε μεγάλες αποστάσεις πιο δύσκολο.";"Sabuk amunisi tidak dilengkapi peluru tracer sehingga tembakannya tidak terlalu kentara. Hal ini membuat tembakan pada jarak jauh menjadi lebih sulit.";"สายพานกระสุนนี้ไม่มีกระสุนส่องวิถี ทำให้สังเกตร่องรอยจากการยิงได้ยากขึ้น แต่การยิงจากระยะไกลก็ยากขึ้นด้วยเช่นกัน";"탄띠에 예광탄이 존재하지 않으므로 사격하는 위치가 노출될 확률이 줄어들지만, 장거리 사격 시의 난이도가 올라갑니다.";"该\t弹\t链\t不\t包\t含\t任\t何\t曳\t光\t弹\t药。\t敌\t方\t单\t位\t难\t以\t察\t觉\t遭\t受\t火\t力，\t不\t过\t也\t让\t远\t距\t离\t命\t中\t敌\t人\t变\t得\t更\t加\t困\t难。";"ベルトに\t曳光弾がないため、\t発砲が\t目立たなくなる。\t遠距離射撃が\t難しくなる。";"該\t彈\t鏈\t不\t包\t含\t任\t何\t曳\t光\t彈\t藥。\t敵\t方\t單\t位\t難\t以\t察\t覺\t遭\t受\t火\t力，\t不\t過\t也\t讓\t遠\t距\t離\t命\t中\t敵\t人\t變\t得\t更\t加\t困\t難。";;
"modification/shipWeapons";"Weapons";"Armes";"Armi";"Waffen";"Armas";"Вооружение";"Зброя";"Uzbrojenie";"Armas";"Silahlar";"Výzbroj";"Όπλα";"Senjata";"อาวุธ";"무장";"武\t器\t配\t置";"武器";"武\t器";"max 20 symbols";
"modification/shipProtection";"Protection";"Protection";"Protezione";"Schutz";"Protección";"Защита";"Захищеність";"Ochrona";"Proteção";"Koruma";"Výdrž a ochrana";"Προστασία";"Perlindungan";"การปกป้อง";"방어력";"装\t甲\t防\t护";"防御力";"防\t禦\t改\t裝";"max 20 symbols";
"modification/shipMaintanance";"Maintenance";"Maintenance";"Manutenzione";"Instandsetzung";"Mantenimiento";"Подвижность и ремонт";"Обслуговування";"Konserwacja";"Manutenção";"Bakım";"Údržba";"Συντήρηση";"Pemeliharaan";"การบำรุงรักษา";"정비";"后\t勤\t维\t护";"メンテナンス";"後\t勤\t維\t護";"max 20 symbols";
"modification/shipTorpedoes";"Torpedoes";"Torpilles";"Siluri";"Torpedos";"Torpedos";"Торпеды";"Торпеди";"Torpedy";"Torpedos";"Torpidolar";"Torpéda";"Τορπίλες";"Torpedo";"ตอร์ปิโด";"어뢰";"鱼\t雷\t管\t理";"魚雷";"魚\t雷";;
"modification/weapons_contact_mines";"Moored contact mines";"Mines à orin à contact";"Mine a contatto ormeggiate";"Ankertauminen mit Kontaktzündung";"Minas de contacto amarradas";"Контактные мины";"Закріплені контактні міни";"Kontaktowe miny kotwiczne";"Minas de contacto ancoradas";"Demirlenmiş müsademeli mayınlar";"Ukotvené kontaktní miny";"Αγκυροβολημένες νάρκες επαφής";"Ranjau kontak tertambat";"ทุ่นแบบกระทบระเบิดทอดประจำที่";"계류식 접촉기뢰";"触\t发\t引\t信\t系\t留\t水\t雷";"係維触発機雷";"觸\t發\t引\t信\t繫\t留\t水\t雷";"max 20 symbols";
"modification/weapons_contact_mines/desc";"Drops near the water surface
Deal massive amount of damage on contact with enemies";"Larguée près de la surface de l'eau
Inflige une quantité importante de dégâts au contact des ennemis";"Viene sganciata sulla superficie dell'acqua
Infligge grossi danni al contatto con i nemici";"Abwurf nahe der Wasseroberfläche
Verursachen bei Kontakt mit Feinden massiven Schaden";"Cae cerca de la superficie del agua
Infligen una cantidad de daño masiva al contacto con los enemigos";"Устанавливаются у поверхности воды
Наносят большое количество урона при контакте с противником";"Застосовуються біля поверхні води
Завдають значної шкоди при контакті з ворогом";"Spada blisko powierzchni wody
Zadaje ogromne obrażenia w kontakcie z wrogami";"Largadas perto da superfície da água
Provocam danos massivos quando entram em contacto com o inimigo";"Su yüzeyine yakın bırakılır
Doğrudan temasta düşmana çok büyük hasar verir";"Shoz u vodní hladiny
Při kontaktu s nepřáteli způsobuje obrovské poškození";"Πέφτουν κοντά στην επιφάνεια του νερού
Προκαλούν τεράστια ζημιά όταν έρχονται σε επαφή με τους εχθρούς";"Jatuh di dekat permukaan air
Menimbulkan damage dalam jumlah besar jika musuh menyentuhnya";"ทิ้งไว้ใกล้ผิวน้ำ
สร้างความเสียหายมหาศาลเมื่อกระทบศัตรู";"수면 위에 투하되는 무기입니다.
적에게 닿을 경우, 폭발하여 큰 피해를 입힙니다.";"可\t投\t放\t系\t留\t在\t水\t面\t上
一\t旦\t触\t发\t可\t对\t敌\t方\t目\t标\t造\t成\t可\t观\t伤\t害";"水面近くで\t落下する
敵と\t接触すると\t大\tダメージを\t与える";"可\t投\t放\t系\t留\t在\t水\t面\t上
一\t旦\t觸\t發\t可\t對\t敵\t方\t目\t標\t造\t成\t客\t觀\t傷\t害";;
"modification/weapons_depth_charges";"Depth charges";"Grenades anti-sous-marine";"Cariche di profondità";"Wasserbomben";"Cargas de profundidad";"Глубинные бомбы";"Глибинні бомби";"Bomby głębinowe";"Cargas de profundidade";"Sualtı bombaları";"Hlubinné nálože";"Βόμβες βυθού";"Peledak kedalaman";"ระเบิดน้ำลึก";"폭뢰";"深\t水\t炸\t弹";"爆雷";"深\t水\t炸\t彈";"max 20 symbols";
"modification/weapons_depth_charges/desc";"Can be used to attack a submarine near the vessel";"Peut être utilisé pour attaquer un sous-marin près du navire";"Può essere usata per attaccare un sommergibile vicino al vascello";"Kann verwendet werden, um ein U-Boot in der Nähe des Schiffes anzugreifen";"Puede utilizarse para atacar a un submarino cerca del buque";"Подходят для атаки подводной лодки вблизи корабля";"Можуть використовуватися для атаки підводних човнів поряд із кораблями";"Może być użyty do ataku na okręt podwodny w pobliżu";"Pode ser usadas para atacar um submarino junto do navio";"Gemiye yakın bir denizaltıya saldırı için kullanılabilir";"Lze použít k útoku na ponorku v blízkosti plavidla";"Μπορούν να χρησιμοποιηθούν για επίθεση σε υποβρύχιο κοντά στο σκάφος";"Bisa digunakan untuk menyerang kapal selam di dekat kapal";"สามารถใช้โจมตีเรือดำน้ำใกล้กับเรือได้";"잠수함이나 근처에 있는 함선을 공격할 때 사용됩니다.";"可\t用\t于\t反\t制\t舰\t艇\t周\t围\t的\t潜\t艇\t单\t位";"艦船近くの\t潜水艦への\t攻撃に\t使用できる";"可\t用\t於\t反\t制\t艦\t艇\t周\t圍\t的\t潛\t艇\t單\t位";;
"modification/weapons_torpedo_movement_mode";"Faster torpedo";"Torpille plus rapide";"Siluro più veloce";"Schnellerer Torpedo";"Torpedo más rápido";"Ускоренная торпеда";"Швидка торпеда";"Szybsza torpeda";"Torpedo mais rápido";"Daha hızlı torpidolar";"Rychlejší torpédo";"Ταχύτερη τορπίλη";"Torpedo yang lebih cepat";"ตอร์ปิโดความเร็วสูง";"고속 어뢰";"高\t速\t鱼\t雷";"高速魚雷";"高\t速\t魚\t雷";"max 20 symbols";
"modification/weapons_torpedo_movement_mode/desc";"Faster but less powerful torpedo
+30% to torpedo speed
-30% to damage";"Torpille plus rapide mais moins puissante
+30% à la vitesse des torpilles
-30% aux dégâts";"Siluro più veloce ma meno potente
+30% alla velocità
-30% ai danni";"Schnellerer, aber weniger starker Torpedo
+ 30 % auf Torpedogeschwindigkeit
- 30 % auf Schaden";"Torpedo más rápido pero menos potente
+30% a la velocidad del torpedo;
-30% al daño";"Более быстрая, но менее мощная торпеда
+30% к скорости торпеды
-30% к урону";"Швидша, але менш потужна торпеда
+30% швидкості торпеди
-30% шкоди";"Szybsza, ale mniej potężna torpeda
+30% do prędkości torpedy
-30% do obrażeń";"Torpedo mais rápido, mas menos poderoso
+30% de velocidade do torpedo
-30% de dano";"Daha hızlı fakat daha az güçlü torpido
+%30 torpido hızı
-%30 hasar";"Rychlejší, ale méně výkonné torpédo
+30 % k rychlosti torpéda
-30 % k poškození";"Ταχύτερη αλλά λιγότερο ισχυρή τορπίλη
+30% στην ταχύτητα τορπίλης
-30% στη ζημιά που προκαλεί";"Torpedo yang lebih cepat tetapi kurang kuat
+30% untuk kecepatan torpedo
-30% untuk damage";"ตอร์ปิโดความเร็วสูงแต่อำนาจการทำลายลดลง
ความเร็วตอร์ปิโด +30%
สร้างความเสียหาย -30%";"속도는 빠르지만, 파괴력은 낮은 어뢰입니다.
어뢰 속도 +30%
피해량 -30%";"牺\t牲\t部\t分\t装\t药\t量\t以\t提\t高\t航\t速
鱼\t雷\t最\t大\t航\t速\t提\t升 30%
命\t中\t后\t伤\t害\t减\t少 30%";"速度は\t速いが\t威力の\t低い\t魚雷
魚雷\tスピード+30%
ダメージ-30%";"犧\t牲\t部\t分\t裝\t藥\t量\t以\t提\t高\t航\t速
魚\t雷\t最\t大\t航\t速\t提\t升 30%
命\t中\t後\t傷\t害\t減\t少 30%";;
"modification/weapons_torpedo_damage_mode";"Powered torpedo";"Torpille plus puissante";"Siluro potenziato";"Torpedo mit Antrieb";"Torpedo Potenciado";"Усиленная торпеда";"Підсилена торпеда";"Mocniejsza torpeda";"Torpedo poderoso";"Güçlendirilmiş torpido";"Posílené torpédo";"Τροφοδοτούμενη τορπίλη";"Torpedo bertenaga";"ตอร์ปิโดทำลายล้างสูง";"강화 어뢰";"高\t能\t鱼\t雷";"強化魚雷";"高\t能\t鱼\t雷";"max 20 symbols";
